gene,logFC,logCPM,PValue,FDR
RIMBP2,-0.239764654,0.363043798,0.344799132,0.552157474
KCNK7,0.845719395,-2.438338039,0.345696694,0.553429566
ARMC4,0.167257497,1.233916793,0.346209302,0.554181485
FBXO33,0.080425155,4.423542815,0.346373115,0.554397698
MEA1,0.071667625,5.9605837,0.346548485,0.554659259
KAZALD1,0.269765114,-0.00112333,0.346605662,0.554731639
GJA3,0.245294093,0.643402286,0.346704645,0.554870921
AL645922.1,0.461396858,-0.894180362,0.347056661,0.555283823
LGALS4,-0.981675032,-2.750790112,0.347201968,0.555283823
APOL3,-0.978008713,-2.750569762,0.347201968,0.555283823
S100A3,-0.974426624,-2.750489917,0.347201968,0.555283823
ANKRD20A3,0.961428043,-2.750753759,0.347201968,0.555283823
MSR1,-0.959012379,-2.750331275,0.347201968,0.555283823
GATC,-0.059413755,6.364596042,0.347316463,0.555428651
ZNF625-ZNF20,-0.096404701,3.244628366,0.347411756,0.555561897
WASHC2C,-0.056776408,5.814712038,0.347519394,0.555695725
ATP5MG,-0.097085674,6.058361251,0.348282851,0.5568014
CCL26,-0.215932552,1.166666968,0.3483538,0.556895639
MCM10,-0.06666847,5.391140874,0.348457914,0.557004514
CHST14,0.09266705,3.615374875,0.348571209,0.557089663
TIPRL,0.096631002,4.641796523,0.348644341,0.557187353
BLCAP,0.059715153,5.578229364,0.348736881,0.557316052
YES1,0.050325618,6.910159903,0.34914304,0.557907495
APOA1,-0.754786217,-1.936200794,0.349396985,0.55823639
SYCE1L,-0.153019877,1.715598967,0.349638006,0.558563776
DDX18,0.051684533,7.290219623,0.349881533,0.558933582
PHF8,0.067267271,5.013890642,0.350041099,0.559130741
TUBGCP3,-0.070167273,4.483165868,0.350430384,0.559636973
FGD2,0.889229526,-2.521336159,0.350583773,0.559689318
PLRG1,-0.058896781,5.86290186,0.350686347,0.559833811
GNPTAB,-0.057476777,5.639821287,0.350814767,0.560000291
EML6,-0.269359925,0.132979182,0.351017545,0.560285435
IL17RE,-0.180318923,1.420027238,0.351499743,0.56095863
PRG2,0.867417178,-2.323047153,0.352238811,0.561944847
DHRS4L2,-0.13879325,2.23929427,0.352640716,0.562508673
APOM,-0.098113185,3.155115143,0.352978192,0.562969583
MTO1,0.07948083,4.381024741,0.353340501,0.563457473
EFCAB11,-0.142027075,2.867122013,0.353917012,0.564311756
MOG,-0.583462735,-1.67743757,0.355169174,0.566113775
SPTLC2,0.059595257,5.786317619,0.355712848,0.566902463
C2orf80,0.667732949,-2.054189175,0.355806832,0.567013298
MTX2,0.077583752,4.393381437,0.355918568,0.567152406
PRB3,-0.431898414,-1.038961178,0.355994111,0.567241049
SMU1,-0.05668947,5.914348976,0.355998644,0.567241049
MFAP4,-0.114958045,2.724046319,0.356131059,0.567432553
NECAP2,0.094213004,4.099049586,0.356902163,0.568505011
CATSPER2,0.177620206,1.462250383,0.357025598,0.568682109
STARD6,0.6192565,-1.935899952,0.357123476,0.568798963
FBLN5,0.161516731,1.48647006,0.357475686,0.569334265
FAM200A,-0.125802642,2.971284486,0.357495053,0.569334265
DCAF16,-0.054324699,5.937768267,0.357870094,0.56987164
ZNF846,0.191058889,1.666056751,0.357870646,0.56987164
MAP3K10,0.085656788,3.612387504,0.357931636,0.569949201
MAST4,0.100396366,3.140971151,0.358285019,0.570472757
SHROOM2,-0.080808703,4.067656384,0.358458506,0.570709824
PSMA4,0.061703036,6.942426172,0.358535312,0.570812524
SRRM2,-0.053221259,9.443173663,0.358696546,0.571049627
CC2D2B,-0.234091424,0.458016304,0.358745593,0.571108116
DDX60L,-0.220857215,0.413728614,0.358811632,0.571193652
EGFL6,0.284492463,0.315418225,0.358898708,0.571293072
ST6GAL1,0.054171992,6.238823774,0.359372541,0.571968837
GGT1,0.058133384,6.3147269,0.359390463,0.571977743
PJVK,0.220297248,0.452515722,0.359408328,0.571986558
FAM151B,0.404812848,-0.521224066,0.36022766,0.573192208
MYORG,0.107251491,3.560710366,0.360806454,0.574054128
MYO7B,-0.964612913,-2.908061079,0.361064321,0.574425012
PTRHD1,-0.114311194,3.669145096,0.361896158,0.575551077
TMEM230,-0.055184387,6.025827102,0.361988734,0.575678577
ALKBH7,-0.070567146,4.329554256,0.362073675,0.575793929
DPM2,-0.07610297,4.398344508,0.362558035,0.576544431
POLE4,0.091571814,3.319961183,0.362745442,0.5766714
SVOPL,0.301294041,-0.157561006,0.362778306,0.5766714
SLCO1B1,0.468184355,-1.251203709,0.362888137,0.5766714
IZUMO1,-0.293733623,-0.286591901,0.363508318,0.5766714
BMPER,0.422770333,-1.084923274,0.363954837,0.5766714
TEX38,1.493330342,-3.608401329,0.364870864,0.5766714
GH1,1.493330342,-3.608401329,0.364870864,0.5766714
ZNF99,1.493330342,-3.608401329,0.364870864,0.5766714
WFDC5,1.491135911,-3.608380919,0.364870864,0.5766714
DPPA5,1.483283099,-3.60852163,0.364870864,0.5766714
MLNR,1.481088668,-3.608501221,0.364870864,0.5766714
NDP,1.47826694,-3.608581776,0.364870864,0.5766714
FCRL3,-1.47525259,-3.608560976,0.364870864,0.5766714
PPP1R14D,1.473875849,-3.608540961,0.364870864,0.5766714
NR1H4,-1.4735586,-3.608581383,0.364870864,0.5766714
C17orf50,1.473255815,-3.60864192,0.364870864,0.5766714
ADGRG7,-1.471865178,-3.60860179,0.364870864,0.5766714
FOXD4L4,-1.470452117,-3.60848042,0.364870864,0.5766714
CFHR5,-1.468480046,-3.608642604,0.364870864,0.5766714
SOAT2,-1.468480046,-3.608642604,0.364870864,0.5766714
LIPN,-1.467063572,-3.608521237,0.364870864,0.5766714
BTBD16,-1.46563265,-3.608399859,0.364870864,0.5766714
OR51B5,-1.46537015,-3.608541645,0.364870864,0.5766714
OR2J3,-1.462242975,-3.608440679,0.364870864,0.5766714
FAM9C,-1.462242975,-3.608440679,0.364870864,0.5766714
PPEF2,-1.458855564,-3.608481496,0.364870864,0.5766714
IFI44,-1.457162712,-3.608501905,0.364870864,0.5766714
HEPACAM,-1.457162712,-3.608501905,0.364870864,0.5766714
HEPN1,-1.457162712,-3.608501905,0.364870864,0.5766714
MAN2C1,0.066093848,5.072558776,0.364903929,0.576678197
SYT17,0.15784354,2.066921993,0.365123084,0.576965593
MAX,-0.081593707,4.893489174,0.365466363,0.577429387
FLAD1,-0.061582124,5.191306769,0.365536521,0.577520573
YIPF4,-0.070465829,4.815756829,0.365869219,0.577967498
CAMKV,-0.070275792,4.8191749,0.366086298,0.578271047
ARL11,0.582003682,-1.880578537,0.366490755,0.578890224
DCDC2B,-0.273014316,-0.2598854,0.366768835,0.579270311
ZNF524,-0.272355494,0.910372423,0.366839511,0.579362217
DNAJB11,-0.054414129,5.946120357,0.366979873,0.579564171
CDH17,0.591470776,-1.880344891,0.367161731,0.579811909
MYO3A,0.148743859,1.65796525,0.368524931,0.581746867
SCGB2B2,-0.346073378,-0.654593957,0.368553738,0.58177255
PPP2R3C,0.085152804,3.740135265,0.368912244,0.582219629
ETNPPL,-0.288582891,-0.438484937,0.368994708,0.582310166
ASGR2,0.824321905,-2.563941974,0.369371817,0.582786366
GPAA1,-0.064474719,5.407555079,0.369405816,0.582820193
NOXA1,0.296294934,-0.215866622,0.369542843,0.583016561
CELSR1,-0.075167014,5.003912611,0.369742703,0.583282088
AADAT,-0.131292058,3.050731693,0.369770139,0.583295833
UTS2B,0.172231263,1.903984802,0.369795849,0.58331656
C10orf82,0.118284057,2.393008276,0.37007838,0.583742383
NIN,0.074917648,4.490986058,0.370115917,0.583781748
WEE2,-0.606448867,-1.936256184,0.370276979,0.583956394
FGF19,0.119723779,2.889658187,0.370473471,0.584226567
RIF1,-0.051839045,7.274340901,0.370775292,0.58468266
KCNRG,-0.162047892,1.264865521,0.371080346,0.585123938
CASP8,0.138334511,2.127638462,0.371136238,0.585172301
TMCO4,0.201431817,0.64917832,0.371266694,0.585358102
CATSPER3,-0.351217009,-0.907982554,0.37168387,0.585936211
LRP5L,-0.110332032,2.64249387,0.371743276,0.586009953
ZNF221,0.183600941,1.243317926,0.371959461,0.586330825
SNX22,-0.049750282,7.162404672,0.372485748,0.587020841
ARFGAP2,-0.062396917,5.525712475,0.372510174,0.587022878
ACOX1,-0.071697972,4.532205057,0.37285422,0.587521723
KRTCAP2,-0.08326007,4.491051017,0.373163905,0.58798974
PPP3CB,0.061790305,5.048122272,0.373353571,0.58824933
ARR3,-0.375388295,-1.100773331,0.373568012,0.588526568
VSTM2A,0.614654293,-1.564182034,0.374598691,0.590070188
CMPK1,0.058892117,5.108051448,0.374701841,0.590192602
SMIM19,0.081570466,3.772529262,0.375140057,0.590822672
TRIB1,0.055341515,5.811093234,0.375215215,0.590900931
GORAB,0.094151148,3.144759504,0.375387991,0.591152961
CSNK1G1,-0.071315746,4.179939437,0.375723155,0.591600465
KCNMA1,-0.117941092,2.412391511,0.375741277,0.591608924
TMEM45B,-0.503144355,-1.725996032,0.375813473,0.591678644
UCHL3,0.082869197,4.494315088,0.375816064,0.591678644
NDUFA6,0.070719531,4.934217098,0.375823809,0.591678644
CDC42SE1,-0.057921657,5.902538212,0.375928508,0.591823398
TSHR,-0.784748878,-2.251158357,0.376509897,0.592618046
TMIGD2,0.656233487,-2.148868765,0.376867769,0.593120975
HERC6,-0.107513751,2.607079973,0.376901157,0.593153405
SSBP4,-0.085797686,3.799674933,0.376917812,0.5931595
GALNT5,-0.569515591,-2.023572304,0.377183563,0.59351733
EPS8L1,0.107610676,3.348248927,0.377578341,0.594098241
CLDN18,-0.505372493,-1.726014822,0.377748872,0.594326258
PCSK6,0.132527906,1.942568424,0.377767162,0.594334884
PLGRKT,0.138207976,2.557388256,0.377914343,0.594445516
PLA2G4D,0.489267637,-1.520842275,0.378008306,0.594573162
LGALS7B,-0.321001608,-0.564111372,0.378277763,0.59461513
KCNH4,0.619663631,-2.084856116,0.378358419,0.59461513
IFT80,0.063246008,4.805853989,0.378502748,0.59461513
STK32B,0.156780694,1.69234436,0.378909718,0.59461513
TFF3,1.144033715,-3.216069592,0.379111353,0.59461513
TCEAL6,1.135924802,-3.216088861,0.379111353,0.59461513
CLDN34,1.135461504,-3.216189484,0.379111353,0.59461513
TENT5D,1.132098011,-3.216048181,0.379111353,0.59461513
CNPY1,1.13163929,-3.216148808,0.379111353,0.59461513
GDF5,1.131177215,-3.216249427,0.379111353,0.59461513
GYS2,-1.1240294,-3.216212825,0.379111353,0.59461513
SH3TC1,-1.122583282,-3.216233163,0.379111353,0.59461513
C7orf77,-1.122583282,-3.216233163,0.379111353,0.59461513
TMC2,-1.122583282,-3.216233163,0.379111353,0.59461513
SCNN1B,-1.121261083,-3.216112203,0.379111353,0.59461513
MUSK,-1.119691466,-3.216273837,0.379111353,0.59461513
KCNK16,1.11924518,-3.216228018,0.379111353,0.59461513
LPA,-1.116922318,-3.21617322,0.379111353,0.59461513
KLHL41,-1.105468236,-3.216194629,0.379111353,0.59461513
TRPC5OS,-1.104124287,-3.216073666,0.379111353,0.59461513
VCY1B,-1.098341792,-3.216155023,0.379111353,0.59461513
OFD1,0.064052852,4.741099324,0.379249454,0.594791526
AP000812.5,-0.077260297,3.938288111,0.379357782,0.594928983
FOXD2,0.820924058,-2.564201042,0.37936274,0.594928983
DRG1,-0.053478764,5.943992817,0.379998107,0.59581679
MAPK8,-0.056714685,5.354666785,0.380111235,0.595941677
AKTIP,-0.073451765,4.040081079,0.380194969,0.596012545
JAML,-0.88836637,-2.654573964,0.380479721,0.596117094
OR5A1,0.887090914,-2.65455891,0.380479721,0.596117094
CYP2A7,-0.87489052,-2.654535691,0.380479721,0.596117094
AXDND1,-0.860145621,-2.801145408,0.381051866,0.596686454
UPP2,0.976138507,-2.908231774,0.381409224,0.596686454
C12orf71,-0.972187646,-2.908221089,0.381409224,0.596686454
EDAR,-0.969664953,-2.908261621,0.381409224,0.596686454
ABCA10,-0.968466271,-2.908000272,0.381409224,0.596686454
UPK3A,0.966969339,-2.908330972,0.381409224,0.596686454
ZIM3,-0.964706154,-2.907920258,0.381409224,0.596686454
TRPC7,-0.964653829,-2.908201887,0.381409224,0.596686454
SERPIND1,-0.963392416,-2.908222154,0.381409224,0.596686454
WDFY4,-0.945820804,-2.907942659,0.381409224,0.596686454
YPEL4,-0.151199124,1.500141829,0.38175109,0.597140752
SNRPE,-0.084489394,3.885929128,0.381920127,0.597364891
SPTBN5,-0.223087297,0.261542551,0.382492338,0.598179241
CALR,-0.050082253,9.239531266,0.383011904,0.598911052
DYNC2LI1,0.123405644,2.466515046,0.383242124,0.59923066
F7,-0.404480624,-1.32310269,0.383295843,0.599294461
AC005255.1,-0.088033911,3.629786049,0.383416236,0.599442303
ARHGAP17,-0.056195516,5.36372001,0.383719631,0.599815595
AC099850.2,0.144832369,1.615438111,0.383832975,0.599952351
FSCN1,0.045602761,9.018547528,0.383850379,0.599959345
POLR3F,0.076576343,3.929208773,0.384143011,0.600376285
NHLRC1,-0.502775972,-1.726015851,0.384196586,0.600436124
TTLL2,-0.481747682,-1.677685423,0.384207177,0.600436124
ZNF331,0.056902985,5.539264576,0.384589623,0.600973089
USH2A,0.446121979,-1.398850101,0.384704676,0.601132632
CCDC169,0.090858384,3.611202421,0.384751498,0.601149542
AASS,0.04634782,8.636058855,0.384778626,0.601167212
CCDC144NL,0.12103411,2.403973016,0.385166861,0.601750708
ARPC3,0.055404033,6.206415883,0.385204323,0.601771525
BOLA3,-0.089346611,3.370314923,0.38522997,0.601791332
FNDC1,-0.407010092,-1.084805271,0.385275991,0.601842965
ATP5PO,0.060523456,6.583429481,0.385486437,0.602151434
CCDC8,-0.085193524,3.614751717,0.385548018,0.602227353
DPM1,0.062743924,5.126324932,0.385665152,0.60239004
MAGEA11,-0.690308937,-2.399134441,0.38580743,0.602588536
LZTS3,-0.07218882,4.65762343,0.385818205,0.602588536
ANKRD54,0.084968311,3.397890446,0.385890817,0.602681659
GRID1,0.594368884,-1.88030612,0.386259917,0.603197213
PTS,-0.12374312,2.959986294,0.386568081,0.603617512
VPS29,-0.068454939,4.800726727,0.386696575,0.603797836
RWDD3,-0.100502236,2.868495616,0.386784611,0.603914976
SNX24,0.101609763,3.803530397,0.386956055,0.604141136
FGF7,-0.326011153,-0.608098219,0.387006589,0.60418025
RETSAT,-0.081306349,3.82720506,0.387227109,0.60446351
MYLPF,-0.573128265,-2.02369002,0.387280677,0.604526794
EXO1,0.063249264,4.798445403,0.387485445,0.604805738
UBE2C,0.053924893,6.662396151,0.387640379,0.604975279
UCP1,-0.28809462,-0.418989501,0.387850539,0.605273798
AC211486.8,0.760367502,-2.479071917,0.388248733,0.605834528
TSNAX-DISC1,0.098111963,3.432594119,0.388569245,0.606256209
SH3GL3,-0.104823148,2.89180432,0.388847807,0.606646505
PYY,0.416764771,-0.643484459,0.389338674,0.607391893
CNTNAP5,-0.524636666,-1.500130344,0.389697889,0.607829681
ADIPOR2,-0.057587539,5.584465648,0.389869498,0.608056471
GJC2,-0.379432443,-0.993693191,0.390675422,0.609129168
UBE2B,-0.076160016,3.957356504,0.390988164,0.609554696
PHF2,0.093303604,3.859181742,0.391000885,0.609554696
DOCK2,0.1352149,2.539611348,0.39113578,0.609744507
DHX9,-0.044658606,8.295438059,0.391161904,0.609764747
IGFLR1,-0.138241312,1.776724246,0.391309775,0.609974765
SLC22A15,0.128715943,2.200523372,0.391439619,0.610115681
TBC1D9B,0.052026699,6.19698773,0.391553846,0.610273222
WDR61,0.060491351,4.773121508,0.391759469,0.610534248
FHOD3,0.104283715,3.090920315,0.39181466,0.610558904
CCHCR1,0.06830213,4.488208346,0.392283251,0.611204781
IFNGR2,0.080349865,4.292048276,0.392456762,0.611454593
POLM,-0.082939614,3.460740278,0.3927255,0.611811666
CLCN4,-0.104585153,2.718225426,0.392908707,0.612055982
L3MBTL4,-0.241609547,-0.023506362,0.393027419,0.612220354
ARHGEF33,0.256066399,0.09944245,0.393204398,0.612472723
METTL7B,-0.202963583,0.391331103,0.39321583,0.612472723
DUS4L,0.091715488,3.329562697,0.394195796,0.613875486
KCNJ2,-0.191144037,1.687047547,0.394232291,0.613905801
FAM151A,0.165625464,1.520544722,0.394241722,0.613905801
CXorf58,0.213783883,0.425091467,0.394284,0.613951033
IL12A,-0.596240512,-2.084776534,0.39440754,0.614102187
POLR2J3,-0.068214736,4.175957868,0.394472544,0.614182792
PCGF2,0.058324034,5.651496273,0.394532042,0.614254818
TGM1,-0.271400137,-0.341948695,0.394634243,0.6143521
PSMB2,0.05390655,6.761916515,0.394729344,0.61446672
BROX,-0.072924988,4.565356587,0.395201672,0.615070378
GCH1,0.071760431,3.972807381,0.395479002,0.615440075
TM9SF2,0.046214562,7.097703527,0.39556105,0.615547115
CLIC5,-0.529893663,-1.399580466,0.395684093,0.615681052
IL15RA,0.356581076,-0.880896693,0.395752786,0.61574224
AL033529.1,0.101748357,3.138843542,0.395948465,0.616005384
ZNF540,-0.349410552,-0.880687727,0.395972765,0.616022535
SELENON,-0.046410632,6.900079537,0.396171129,0.616310473
ADAMTSL5,-0.502372555,-1.726035669,0.396215783,0.616359275
PLN,-0.308323299,-0.725997779,0.396977913,0.617358594
SLTM,0.045547567,6.951072833,0.397399896,0.617973418
FOXE1,-0.797276081,-2.563936845,0.398132155,0.619008394
ZNF16,-0.104678095,2.582773738,0.398577857,0.619452304
ARFIP1,0.062759601,5.080292712,0.398763686,0.619720356
LAMTOR1,-0.075414828,5.664694153,0.398791755,0.619743222
RNF167,0.055116568,6.143475972,0.39899526,0.619956198
XKR9,0.553930721,-1.653957324,0.399171876,0.620157474
NAP1L2,0.073973697,4.005049067,0.399379443,0.620332012
RGPD4,0.624786995,-1.563813309,0.399388028,0.620332012
FAM186A,-0.53872675,-1.964599381,0.399397886,0.620332012
AC005832.4,-0.060573227,4.812916892,0.399491385,0.620456464
ZCCHC24,0.107157632,2.730315509,0.400152414,0.62134788
TAS2R20,0.350082328,-0.60824084,0.400159068,0.62134788
FERMT3,-0.226854406,0.237246954,0.400378718,0.62162654
CCDC63,-0.448252532,-1.438639237,0.40043295,0.62166914
PCDHB7,0.29359153,-0.314384951,0.400644416,0.621935018
IFITM10,-0.587063951,-1.935964546,0.400856902,0.622223237
MRPL30,0.049093075,6.00457515,0.40114427,0.622627645
PCGF6,0.080010246,3.519525058,0.401209993,0.622692242
TOMM20L,0.257715556,0.132447156,0.401212726,0.622692242
HDGF,-0.046370759,7.830240627,0.401289888,0.622791169
DCHS1,-0.074389962,4.262108918,0.401371301,0.622896688
ACTR3C,-0.200109686,0.571086042,0.40183679,0.623514827
RPS17,-0.060155912,8.510604325,0.401869108,0.623544122
CHCHD10,-0.079510024,4.251686248,0.401952164,0.623627713
WDR25,0.121755202,2.748079082,0.401963298,0.623627713
ZNF732,0.087269303,4.122530863,0.402143699,0.623855516
RNF212B,0.554463133,-1.964795247,0.402476789,0.624320004
ATP6AP1,-0.0544093,5.680952399,0.403559803,0.625769869
KRTAP5-1,-0.736701182,-2.479247053,0.403586014,0.625789601
ZNF799,-0.156632104,1.324818328,0.403786264,0.626079184
BAHCC1,-0.456911225,-1.479401842,0.40398785,0.626370817
ATP5IF1,0.073052746,4.92227854,0.404067816,0.62647387
NSL1,0.072422783,4.74691405,0.404318059,0.626819965
SIGLEC15,0.752378083,-2.360966024,0.404583599,0.627147826
FER1L5,-0.276671819,-0.216126795,0.40490143,0.627577606
RPS18,0.07000954,8.867553201,0.405432267,0.628253487
ADCY7,0.097029555,3.167573133,0.405601542,0.628452835
PTPRCAP,0.296985636,0.111849024,0.405874731,0.628813136
TSC22D1,-0.046482018,6.504113516,0.406257692,0.629301397
MANF,0.062838322,5.161308611,0.406391198,0.629466175
GK,0.132594028,2.094224418,0.406967178,0.63027417
SPATA17,-0.381990406,-0.827180743,0.407050767,0.630370471
MRPL41,-0.094785158,4.197169722,0.407056529,0.630370471
CPNE8,0.102910314,2.611850936,0.407076129,0.630379786
ACSF2,-0.114553832,2.390538997,0.407135602,0.630450845
ACD,-0.073538028,4.376224329,0.407370213,0.630688355
GLRA3,0.870243344,-2.801194428,0.407374018,0.630688355
TMEM14C,0.055439511,6.046616457,0.407512655,0.63084525
AP002495.1,-0.184317465,0.792191491,0.407762516,0.631196682
NSMCE2,0.103130561,3.555124994,0.407883745,0.631293353
KDM4D,0.138803476,1.667286123,0.407950509,0.631351682
TUBB1,-0.407882203,-1.323139814,0.408639598,0.632336665
TMEM30B,0.077093053,4.193057626,0.409083825,0.632960749
C2CD5,-0.050970011,5.578155782,0.409161877,0.63302873
RAPGEF3,0.136570082,2.891742275,0.409188004,0.63303751
EBF4,0.358419067,-0.853325457,0.409268911,0.633127348
ALDH4A1,0.060887292,5.131825927,0.409348139,0.633200809
ERCC4,-0.089463471,3.049927296,0.410527859,0.634898676
ILF2,0.048540094,8.044971021,0.410634045,0.635041733
NKAIN1,-0.05487659,5.209210047,0.410865792,0.635105552
TTPA,-0.677844939,-2.216438383,0.411000451,0.635290795
HYDIN,0.182520702,0.887861254,0.411157471,0.635512333
CCDC9B,0.346049636,-0.826944104,0.411244385,0.635625502
PDZK1,-0.284588682,-0.216120336,0.411590295,0.636096585
DHRS13,-0.090424815,3.991077067,0.411632038,0.636118726
ADAM15,-0.064024967,4.654735697,0.412080426,0.636726827
FKBP7,0.160091625,1.04603106,0.412182847,0.636842672
EAPP,-0.069919359,4.031115071,0.412408138,0.637169543
NAT8L,-0.070924633,3.978676013,0.412454429,0.637219847
RPS8,0.053771332,9.222661155,0.412500156,0.637269275
ARID4A,-0.069492209,4.040881045,0.412717217,0.637548142
FAM219B,0.064553508,4.989094645,0.41278732,0.637606778
