gene,Ctrl_1,Ctrl_2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
MLT2A1_dup3494,1.289302566,2.499803867,0,0,2.819197197,0.502053714,0,0,0.311486966,3.864099744,0,0,0,0,2.561187398,0
MLT2A1_dup565,2.363721371,1.366639956,0,0,0.843349589,0.3514376,0.398569076,0,0.072680292,21.56585398,1.02740438,0,0.214359995,0.290924306,7.382246028,0
MLT2A1_dup3168,1.743628232,1.933093829,0,0,0,0,0,0,0.080420271,0,0,0,0,0,0,0
MLT2A1_dup277,2.351752457,1.321671727,0,0,0,0,0,0,0,0,0.161981594,3.950636388,0,0,0.096991019,0
MLT2A1_dup1416,1.413378849,2.239304185,0,0.677341511,0,0,0.287293446,0,0,0.263473395,0,2.298062125,0,0.70774352,0.380086634,0
MLT2A1_dup3455,1.835800168,1.780950836,0,0,0.251822611,2.273669892,0.396706604,1.249873383,0,0.242543265,0.073043102,0.389698435,0.497836063,0.723912116,0.174946418,0
MLT2A1_dup1469,1.009637671,2.603784768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup507,2.270586373,1.316353374,0,0,0,0,0,0.199532192,0,0,0,0,0.158951014,0,0,0
MLT2A1_dup1807,1.925084826,1.642041434,0,0,0.169465531,0,0.667415198,0,0,0,0.073732188,0.11239281,0,0,0,0
MLT2A1_dup2090,1.362209556,2.197140416,0,0,2.325611791,0.445572671,0.252664325,0,0,0,0,0,0,0,0,0
MLT2A1_dup2517,1.291261142,2.250729206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3169,2.272281473,1.26104686,0,0,0,0,0,0,0.082345224,0,0,0.126740828,0,0,0,0.113811512
MLT2A1_dup2304,1.756420087,1.774841391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3501,2.286540899,1.225203151,0,0,6.312700489,0,0.73122492,2.435461412,0,1.207075784,0.403907591,0.061569188,0.550578385,0,0.870663568,0
MLT2A1_dup3001,2.566227035,0.926567477,0,0,0,0,0,0,0,0,0.288133157,1.317637367,0,0,0,0
MLT2A1_dup3446,2.135944584,1.344435579,0,0,0.14370677,0,0,2.445466551,1.114624959,0,0.12504979,0.095309103,0.121756477,0.123933754,0,0.684690055
MLT2A1_dup127,1.974858118,1.477636095,0,0,0,0,0,0,0,0.131736697,0,1.632833615,0,0,0.380086634,0
MLT2A1_dup1808,0.580234227,2.859987,0,0,0,0,0,0,0,0.11611691,0,0,0,0,0,0
MLT2A1_dup1136,1.506839213,1.89691087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3525,0.709249604,2.678553766,0,0,5.789838873,0,0,0,0,0.107240204,0.258367335,0,0,0,0,0
MLT2A1_dup142,1.168150005,2.200248814,0,0,1.083635736,0,0.131315102,1.477587582,0,10.8384763,1.958436391,0.552837023,0.070624407,0,2.953387788,0
MLT2A1_dup3711,1.830809644,1.533830274,0.446544297,2.075675432,1.197556416,1.053531827,0,3.226657255,0.344020049,1.268770769,0.069472106,0.900141527,0.135284974,0.4819646,9.068444764,0.570575045
MLT2A1_dup3388,0.969866559,2.37729833,0,0,2.723050042,0.793097566,0,0.186847994,0.4542074,0.253810556,0,0.233029591,0,0.5302789,0,0
MLT2A1_dup2643,1.195973814,2.149001333,0,0,0,0,0,0,0,0,0,0,0,0.39385727,0,0
MLT2A1_dup3369,1.902729321,1.442114823,0,0,1.233181664,0.685182689,0,0,0.354254055,2.137932854,0,0,0,0,0,0
MLT2A1_dup1874,1.412023991,1.923873874,0,0,0,0,0,0,0,0,0,0,0,0,0.084511362,0
MLT2A1_dup2128,0.078805512,3.248986513,0,0,2.152632401,0,0.116935555,0.894734232,0,0,0.387551003,0,0,0,0.154704684,0
MLT2A1_dup645,1.564343878,1.7148413,0,0,3.2284355,1.207358206,0,0,0.713405631,7.893274369,0,0.109803114,0.140272439,0,0,0
MLT2A1_dup454,1.047373938,2.211242729,0,0,0.246636333,0,0,0.408044095,0,0,0.214616345,0,0,0,0.171343402,0
MLT2A1_dup1171,0.714145606,2.528478768,0,0,1.070156798,0,0,0.5419917,0.790514155,3.975645349,0.532126767,0.101392663,0,0.395533258,0.637251633,0
MLT2A1_dup44,2.024922947,1.181160712,0,0,0,0,0,0,0,0,0.643849035,1.090493168,0,0,0,0
MLT2A1_dup2728,2.253031247,0.94914472,0,0,0,0,0,0.118481907,0,0,0,0.166236807,0,0,0,0
MLT2A1_dup3580,1.057049448,2.134640787,0,0,0.082971576,0.576260268,0,0.941288126,0,0,0.649796832,0.605311854,0,0.787108139,0.086463126,0
MLT2A1_dup1343,0.160175822,3.024601978,0,0,0,0.851382952,0,0.401159211,0.325058314,1.907243103,0,0,0,0,0,0
MLT2A1_dup1783,1.714905674,1.44232776,0,0,0,0.064475632,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup753,1.829346167,1.324170021,0,0,0,0,0,0,0,0.497882578,0,0,0,0,0,0
MLT2A1_dup2319,0.035480807,3.070762328,0,0,1.169706267,0.46422455,0,0.118481907,0.360020981,4.586887981,1.163253863,0,0.778675144,0,0,0
MLT2A1_dup624,1.149209517,1.933093829,0,0,0,0.129621141,0,0,0,0,0,0,0.158125295,0,0.291728832,0
MLT2A1_dup811,0.802005039,2.274575563,0,0,0,0,0,0,0.075701233,2.030484449,0,0.52431658,0,0.303016514,0,0
MLT2A1_dup691,2.1771243,0.889668772,0,0,4.371610812,0,0,0.338145264,0,7.119610711,0,0,0,0,0,0
MLT2A1_dup1301,0.140939926,2.9108738,0,0,1.161602067,1.844032856,0,0.529474571,0,0.119871267,0.072199648,0,0.140596394,1.07332928,0.778168131,0
MLT2A1_dup89,0.898492031,2.148502091,0,0,1.410516795,0,0,0.176491524,0,1.438455207,0,1.760907212,0,0,0.172926251,0
MLT2A1_dup3450,1.687540868,1.327743941,0,0,0.810986286,0,0,0.057502505,0,1.757480544,0,0,0,0,0,0
MLT2A1_dup1303,1.325027658,1.68292738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup744,1.356509935,1.644884385,0,0,0,0.104401965,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3332,1.343956624,1.638247892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2463,0.883285354,2.05329682,0,0,0,0,0,0,0,0,0,0.689736929,0,0,0,0
MLT2A1_dup2242,1.067972292,1.867271638,0,0,0.638696755,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup858,2.004237546,0.901096233,0,0,0,0,0.151734072,0.682938603,0,0,0,0,0,2.076637973,0,0
MLT2A1_dup1680,1.932252922,0.950175918,0,0,0,0,0,0.201638073,0,0,0.494920014,0,0,0,0,0
MLT2A1_dup868,0.433430313,2.438289973,0,0,0,0,0,0,0.967556388,0,0,0,0,0.264063397,0,0
MLT2A1_dup3518,0.354449678,2.509904085,0,0,33.24126295,0,0,0,0,44.45940546,0,0,0.12298634,0,1.134501013,0.691606116
MLT2A1_dup3222,0.988221114,1.841505714,0,0,2.694501937,1.928114468,0,0.752629384,0,0,0.142102034,0.595681893,0.345899083,0.281667623,0,1.45885665
MLT2A1_dup1027,2.217941198,0.60812654,0,0,4.510619982,0,0,0,0.272791228,0,0,3.673809031,0,0,0,0
MLT2A1_dup2707,1.482369526,1.310468242,0.087748879,0,0,0.054480501,0,0.278096178,0,0,0.546068953,0,0,0,0,0.747478226
MLT2A1_dup1916,0.343276808,2.445792404,0,0,0,0,0,0.955260372,0,0,0.547092832,0,0,0,0,0.106982821
MLT2A1_dup729,0.790846498,1.996327129,0,0,0,0,0,0.495167363,0.066872148,0,0,1.801197948,0.065743238,0,0,0
MLT2A1_dup1809,1.704959058,1.023373034,0,0,0,0,0,0.117389907,0,0,0,0.439212456,0,0.428342469,0.517583411,0
MLT2A1_dup3578,1.763342622,0.919896024,0,0,0,1.692728339,0.426609112,0,2.100423917,0,0.549842043,0,0,0.467087014,0.188133334,0
MLT2A1_dup2512,0.880196944,1.800583365,1.545730259,0,12.98888113,5.950108901,4.353600678,0.979754227,0,0.399263529,0.961921464,0.183286736,1.404882427,0,0.287988719,0
MLT2A1_dup2949,1.151452606,1.528797197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1363,1.151163005,1.521619745,0,0,0,0,0,0,0,0.104435128,0,0,0,0,0,0
MLT2A1_dup2557,2.10784005,0.552810682,0,0,0,0,0,1.005537233,0,0,0,0,0,0,0,0
MLT2A1_dup2935,0.503760515,2.151640499,0,0,0,0,0,1.562060985,1.314416225,0,0.442393126,1.01153529,0.430742254,0,0.176596856,0
MLT2A1_dup2737,1.271395586,1.369674526,0,0,0,0,0,0,0,0,1.042081586,0,0,0.476668286,0,0
MLT2A1_dup1669,0.953546689,1.668644067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2832,1.599812348,1.01311596,0,0,0.45942062,0,0,0,0,0,0,1.218786481,0,0.713173778,0,0
MLT2A1_dup2962,2.113401633,0.490924224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup840,0.368801773,2.214457913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup225,0.211899264,2.334089547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1214,1.805187626,0.73306193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1736,1.024179777,1.500486138,0,0,0.58214548,0,0,0.05896669,0,0.480594988,0.144733554,0.386090116,0,0,0,1.287756179
MLT2A1_dup1869,0.04191414,2.473328798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup960,0.437042233,2.047538375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1491,0.028895354,2.455340952,0,0,0,1.417731226,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1695,0.983749526,1.493696607,0,0,4.633080253,0,0,0.057632602,0.630443981,44.85843175,0.141459039,0,0,0,0.254107693,0
MLT2A1_dup110,0.985402369,1.470409578,0,0,0.080014905,0,0,0,0,0,0,0,0,0,0.083382034,0
MLT2A1_dup557,2.107069922,0.33770532,0,0,0.45942062,0.063816035,0,0,0,0,0,0.670332565,0,0,0,0
MLT2A1_dup363,1.176717191,1.26104686,0.320656809,0,0.668847999,0,0.301046855,0,0,0,0.249434422,0,0,0,0.099570568,0.569057559
MLT2A1_dup3046,1.356155292,1.052192748,0,0,0,0,0,0,0,4.229235896,0,0,0,0,1.016849056,0
MLT2A1_dup469,1.133461159,1.259842134,0,0,0,0,0,0.480634149,0.219069371,0.244831409,0,0,0,0,1.059581135,0
MLT2A1_dup444,1.061495371,1.330619782,0,0,0.084732765,0,0,0,0,0.122415705,0.442393126,0,0,0,0,0
MLT2A1_dup1347,1.180174378,1.21115473,0,0,0,0,0.253797349,0.285578586,0,1.047395356,0,0,0,0.694695932,0,0
MLT2A1_dup3343,0.637132777,1.747744576,0,0.301210559,0,0.056325214,0,0,0.76880327,0,0,0,0,0,0,0.096598484
MLT2A1_dup927,1.388461989,0.989613984,0,0,0,0,0,0.054547345,0,0,0,0.357154026,0,0,0,0
MLT2A1_dup3075,0.916871817,1.457202884,0,0,0,0,0,0.73481567,0,10.73020733,0,0.687325261,0,0,0.269989424,0
MLT2A1_dup615,1.107632688,1.265046861,0,0,0,0,0.265090439,0,0,0,0,0,0,0,0,0
MLT2A1_dup2295,0.391198642,1.969868981,0,0,0.184239449,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2688,1.230382825,1.129398168,0,0,0,0.067075456,0,0,0.083230657,0.279055154,0,0,0,0,0,0
MLT2A1_dup669,0.927302285,1.41789057,0,0,0,0,0,0,0,0,0.071702861,0,0,0,0,0
MLT2A1_dup3291,1.056511825,1.268016454,0,0,0,0,0,2.511482667,0.145360584,0.974727863,0,1.454246874,0,0.218193229,0,1.104986884
MLT2A1_dup2687,0.774891215,1.544518462,0,0,0,0,0,0,0,0,0,0,0,0,0.507068173,0
MLT2A1_dup3444,1.413879574,0.905465773,0,0,0.309712866,0,1.219758811,0,0,1.118626266,0,0.410815098,0,0.133549304,0,0
MLT2A1_dup3342,0.812372244,1.496588771,0,0,0,0,0,0.396991323,0,0,0,0,0,0.563335247,0.388971776,0
MLT2A1_dup2824,0.966976924,1.335643998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2016,1.256646217,1.044421905,0,0,0,0,0,0,0,0.240855029,0,0,0,0,0,1.489320014
MLT2A1_dup1758,1.525674703,0.771678585,0,0,0,0,0,0.485211617,0.221155746,0,0,0,0,0,0,0
MLT2A1_dup375,1.634651468,0.651004568,0,0,0.9504416,0.660107661,0,1.145638541,0,0.823877123,0.165409776,0.441245847,0,0,0.297131218,0
MLT2A1_dup3365,0.707166776,1.574474606,0,0,1.204642549,0,0,1.859020841,1.587784841,2.047505275,0.369969794,1.221911575,0,0,5.53824459,0
MLT2A1_dup2848,0,2.280738929,0,0,0.71853385,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1392,0.749717299,1.504172836,0,0,0,0,0.278116997,0,0,0.127528891,0,0,0,0.228379154,0,0
MLT2A1_dup551,0.379421719,1.869715711,0,0,0,0,0,0,0,0,0.327355472,0,0,0,0,0
MLT2A1_dup298,0.884734042,1.345796845,0,0,0,0,0,0,0,0,0,0.982568071,0,0,0,0
MLT2A1_dup864,2.078863914,0.138613038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1651,1.111827719,1.093471679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1076,1.235989633,0.957272169,0,0,4.729589898,0,0,0.128980303,0.235152945,4.861917906,0,0,0,0,0,0.216674068
MLT2A1_dup1088,1.879718833,0.28717438,0,0,0.515694151,1.432654713,0,0,4.518349446,1.365901546,0,0,0,0,0.716526956,0
MLT2A1_dup511,0.63292182,1.493933796,0,0,0.23532768,0,0,0.333715414,0,0,0,0,0,1.420638013,0.408717614,0
MLT2A1_dup3453,1.440322272,0.671546243,0,0,1.172432855,0,0,4.631565438,0.577376306,24.19778962,2.113312307,0.722038658,0.35476829,0,1.134501013,0.49875441
MLT2A1_dup2486,0,2.108791328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup695,1.63974384,0.462766753,0,0,0,0,0,0,0,0,0,0.22268482,0,0,0,0
MLT2A1_dup2959,0.57937014,1.519479633,0,0,0.363814608,0,0,0,0,0,0,0.60322217,0,0,0,0
MLT2A1_dup2956,1.21711128,0.87668853,0,0,0,0,0,0,1.252387594,0,0,0,0.068402515,0.696257046,0,0
MLT2A1_dup1858,0.873341828,1.220021439,0,0,0,0,0,0,0.506384651,0,0,0.278356025,0,0,0,0
MLT2A1_dup1020,0.408662867,1.684219134,0,0,1.374745886,0,0.144379614,0,0.394920975,0.132408823,0,0,0.155301629,0,0.382025851,0
MLT2A1_dup1358,1.418340804,0.663531558,0,0,0,0,0,0,0,0,0.706939769,0,0,0,0,0
MLT2A1_dup3498,0.784736988,1.292284712,0,0,0.17189805,0,0,0.182824951,0,0,0.299162178,0,0,0,1.343488042,0
MLT2A1_dup1196,0.745500139,1.323155958,0,0,0,0,0,0.463156544,0.140735475,0,0,0,0,0,0,0.38902844
MLT2A1_dup1712,0.948895242,1.112555575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1656,1.200591473,0.842888097,0,0,0,0.060416633,0.137038278,0,0.374840247,0,0,0,0,0,0,0
MLT2A1_dup2642,0.273527337,1.769497596,0,0,0,0,0,0.101488486,0,0.827159502,0,0.189858771,0,0,0.447472511,0
MLT2A1_dup143,1.268752352,0.773639422,0,0,0,0,0,0.105919376,0.193108967,1.294908742,0,0,0,0,1.790200143,0
MLT2A1_dup2476,0.884891328,1.152373354,0,0,2.586721859,2.195782123,0,1.732205474,0.619236088,10.38085175,0.500199161,1.715563851,0.852295339,0.619668771,0,0
MLT2A1_dup112,0.853524309,1.175205926,0,0,1.674904079,0,0,1.662613234,0.216516115,24.43976751,1.165965411,1.610701622,0,0,2.443540643,0
MLT2A1_dup405,1.602459207,0.407134094,0,0,0,0,0,0,0,0,0,0,0,0.338987293,0,0
MLT2A1_dup3192,1.252969563,0.753867431,0,0,0,0,0,0.061530459,0,0,0,0,0,0,0,0
MLT2A1_dup2898,1.268847699,0.709648754,0,0,1.439947595,1.100091244,0.907363668,0.204197274,0.186143113,0.520082753,0.877102737,0,0,0.434637415,1.575569543,3.001522033
MLT2A1_dup2416,1.16780039,0.800259273,0,0,0.532247296,0,0,0.503182418,0.1528978,0,0.617529829,0.588327795,0,0,0,0
MLT2A1_dup279,0.741911639,1.212362864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1042,0.939171614,0.995297337,0,0,0.270804215,0,0.142203037,0.320020225,0,1.695365235,0,0,0,0,0,1.290245078
MLT2A1_dup1422,0.882913601,1.042004262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup109,0.770000144,1.141214809,0,0,0,0,0,0.358783238,0,0,0,1.06271887,0,0,0,0
MLT2A1_dup3637,0.974632488,0.929047928,0,0,0,0,0,0.375532333,0,0,0,0,0,0,0.275959706,1.051428216
MLT2A1_dup572,0.353893617,1.546892925,0,0,2.68524248,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1584,0.468573312,1.400945288,0,0,0,0,0,0,0,0.255057782,0,0.292718375,0,0,0.091986569,0
MLT2A1_dup3285,1.47645939,0.387222229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1106,0.569281606,1.283998088,0,0,1.429918109,0.310349124,0,0,0,0.258230143,0,0,0,0,0.279392041,0
MLT2A1_dup365,0.329407038,1.514126921,0,0,14.69728329,0.113418498,2.572582219,0.231578272,0,0.471856898,0.355255086,0,4.496688073,0,0,0
MLT2A1_dup2594,0.985577974,0.852989536,0,0,0,1.740842064,0,0,0,0.938836721,0,0,0,1.120847907,2.515250308,0
MLT2A1_dup11,1.110459436,0.721752826,0,0,0,0,0,0,0,0.328507967,0,0,0,0,0,0
MLT2A1_dup1714,0.034674425,1.773301799,0,0,2.286244068,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup790,0.889406778,0.915094685,0,0,0.402765611,0,0.507594698,0,0,0,0,0,0.682491463,0.486287152,0,0
MLT2A1_dup1752,0.845412529,0.959073614,0,0,0.370378273,2.186521561,0,2.691798985,4.708109432,0.535095451,0.564013229,2.08795715,1.490575428,3.194168924,2.026312376,0
MLT2A1_dup1277,1.06116482,0.740397359,0,0,0.565774685,0.327454981,1.039836382,0.066859869,0.081264578,0.681158251,0,0,0.159785403,0.081321361,0,0
MLT2A1_dup668,0.92036061,0.877314401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1677,0.070633088,1.72278038,0,0,0,0,0,0,0,1.682082459,0,0.441245847,0,0,0,0
MLT2A1_dup2558,1.432740203,0.350367321,0,0,0,0,0,0.129307665,0,0,0,0,0,0,0,0
MLT2A1_dup2663,0.96090052,0.817745658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1201,1.135780057,0.626869764,0,0,0,0,0,0.056608022,0.275216039,2.537541538,0,0.370646511,0,0,0,0
MLT2A1_dup351,0.914714471,0.841901724,0,0,0,0,0,0,0,0.11743045,0,0,0,3.154422478,0,0
MLT2A1_dup1408,1.751058466,0,0,0,0,0,0,0.463156544,0,1.179642244,0,0.379070295,0,0,0,0
MLT2A1_dup866,0.305134941,1.440466692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3227,0.806847199,0.937803836,0,0,0,0,0,0,0,0,0,0.11455421,0,0,0,0
MLT2A1_dup2587,0.576101125,1.156624731,0,0,0,0,0,0.265350103,0,0,0,0,0,0,0,0
MLT2A1_dup3026,0.700188873,1.029318993,0,0.537183083,0.433897252,2.29028658,0.410121803,2.584279266,0.074786967,0,0.377565792,0.748199479,0,0.523874565,2.893799685,0.723555311
MLT2A1_dup407,1.315236813,0.41392721,0,0,4.955405861,0,0,2.635201025,0,0,6.468092601,0,1.049624802,0,7.745903468,0
MLT2A1_dup2050,1.725009086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2483,1.537203731,0.181418979,0,0,0.271486341,0,0,2.11745372,0,0.784447235,0,2.100641436,0,0,0,0
MLT2A1_dup1616,0.684597623,1.015713693,0,0,0.368478897,0,0,0,0,0.133087843,0.561120854,0,0.156098047,0,0.09599624,1.865341495
MLT2A1_dup452,0.822509618,0.875547936,0,0,0,0,0,0.430843297,0,0,0,0,0,0,0,0
MLT2A1_dup1902,0.87393017,0.815798288,0,0,0.139521136,0,0,0,0,0.907064716,0.121407563,0.138799664,0,0,0,0
MLT2A1_dup595,0.926992225,0.759739816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup139,0.647692091,1.033353661,0,0,0,0,0,0,0,0,0,0,0,0,1.059581135,0
MLT2A1_dup2398,1.58149207,0.073194446,0,0,10.07699911,4.260109441,13.80409971,15.22203519,0.755165961,0,9.149984655,26.15188798,3.712087715,29.47205132,10.95761954,0
MLT2A1_dup1446,0.611058344,1.039096343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2762,1.199547678,0.442403775,0,0,0,0,0.139058498,0,0,0.127528891,0,0,0,0.076126385,0,0
MLT2A1_dup1836,0.702838908,0.930638593,0,0,0.322936562,0,0,2.118030487,0.834925063,0,2.037328044,0.05354444,0,0,0.168263072,0
MLT2A1_dup630,1.196267665,0.436505058,0,0,0,0,0,0,0,0,0,0,0.415078899,0,0,0
MLT2A1_dup690,1.631940603,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490090883,0
MLT2A1_dup497,0.822466147,0.808887406,0,0,2.905123382,0,0,1.853874575,0,0,1.011184288,0.44957124,0,0,0,0
MLT2A1_dup2093,0.666556909,0.961476554,0,0,1.220809939,0.908449135,0,0,0,0,0,0,0.073881357,0,3.543938844,0
MLT2A1_dup631,0.880836158,0.745339519,0,0,0,0,0,0,0,0.565405869,0,0.103822552,0,0,0,0
MLT2A1_dup626,0,1.625526649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup775,1.623058195,0,0,0,0,6.901636268,0,0,0,0,0,8.618376322,1.295281671,4.61455468,3.982822705,0
MLT2A1_dup1898,0.348327558,1.274385487,0,0,0,0,0,0,0,0,0,1.196803803,0,0,0.085476104,0
MLT2A1_dup174,0.916152702,0.706111124,0.197004837,2.071314769,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1900,0.141266176,1.472699357,0,0,0,0,0,0.235866758,0,0,0,0,0,0,0,0
MLT2A1_dup527,0.773145964,0.838109374,0,0,4.450378574,0,0,0.860594929,0,2.805635607,0,0,0,0,1.011852255,0
MLT2A1_dup2174,0.52408673,1.084320771,0,0,0,0,0,0,0,0,0.318192851,0,0,0,0,0
MLT2A1_dup1462,0.6475012,0.955216639,0,0,1.715332798,0.066185861,0.150124161,0,0,0,0,0,0,0,0,0
MLT2A1_dup966,0.755964943,0.838109374,0,0,4.207630652,4.046281554,0.637351451,0.688475943,1.603877255,0.935211869,0.985752851,0.482985319,1.302574923,0.837390231,0,0
MLT2A1_dup2908,0.489895547,1.101274229,0,0,0.741606038,0,0,0.058425711,0,1.547604045,0,0,0,0,1.717363919,0
MLT2A1_dup1838,0,1.590876869,0,0,6.059924035,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup769,0.709213864,0.871030502,0,0,1.547862035,0,0,0,0,8.003377763,0,1.242692384,0,0,0,0
MLT2A1_dup2487,0.750979776,0.824101195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110863027
MLT2A1_dup2782,1.497808498,0.068515349,0,0,0,0,0.129216458,0,0.141378102,0.592514369,0.356877255,0,0,0,0.68380883,0
MLT2A1_dup2063,0.799328432,0.765623906,0,0,0.409187842,3.182951929,1.418143273,0,0,0,0,0,0.416024409,0.56461847,1.27922096,0.779829219
MLT2A1_dup3277,0.246644871,1.316823862,0.278445636,0,0.165943152,0,0,0.058830508,0,0,0,0,0,0,0,0.592976375
MLT2A1_dup3597,0.103086129,1.459932458,0,0,0.242747922,0,0,0.057372995,0,0,0.140821836,0,0,0,0,0
MLT2A1_dup2176,0.417993069,1.137354789,0,0,0.164048824,0,0,0,0.070689051,0,6.138288793,0,0,0,0.769284933,0.390804826
MLT2A1_dup1526,0.682354512,0.8397216,0,0,2.636821467,0,0,0.233702843,0,4.166626274,0,0,0,0,0,0
MLT2A1_dup2026,1.521722178,0,0,0,0,0,0,0,0,0,0,1.604946032,0,0,0,0
MLT2A1_dup3430,0.788509762,0.721387566,0,0,63.38988531,0,0,2.816793403,0,7.111881605,0,0,0.439025759,0,2.249911865,0
MLT2A1_dup751,1.33446743,0.172379608,0.944388722,0,0,0,0,0.399064385,0,2.981445671,0,0,0.476853043,0,0,0
MLT2A1_dup2732,1.48673637,0.013925625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2855,0.226025882,1.274486991,0,0,0.354831531,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup459,0,1.500486138,0,0,0,0,0,0,0,0,0,3.373773552,0,0,0,0
MLT2A1_dup627,0,1.500486138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup2621,0.781118857,0.719187255,0,0,0,0,0,0,0,2.487785821,0,0,0,0,1.876004943,0
MLT2A1_dup1498,0.491518912,1.005480401,0,0,0.55556741,0,0,1.050458141,0,0.133773863,0,0,0,0,0.096491066,0
MLT2A1_dup91,1.219062111,0.276118514,0,0,0,0,0,0,0,0,0,0.230772646,0,0,0,0
MLT2A1_dup2240,0.533986146,0.960311128,0,0,0,0,0,0,0,0,0,0,0,0.077458596,0,0
MLT2A1_dup3025,0.889087822,0.60159351,0,0,0,0,0,0,0,0,0,1.721784492,0,0,0,0
MLT2A1_dup1877,0.356882971,1.12317091,0,0,0.210097617,0,0,0,0,0,0,0,0,0,5.035592216,0
MLT2A1_dup1976,0.640866068,0.829537052,0,0,2.726144688,0,0,0.897444251,0,7.736407128,0,0,0.247472514,0,7.000701373,1.855528603
MLT2A1_dup3617,0.894235173,0.574348761,0,0,0.601643176,1.253572874,0.541596257,1.036008058,0.518499117,1.862593017,0.299162178,3.306177013,1.019492033,4.892121878,0,0
MLT2A1_dup450,1.24271749,0.225637013,0,0,0.180083672,2.62653364,0.141846639,0.446905437,1.629568653,0,0.548463992,0.238869932,0.228865558,1.009485467,2.533434593,0
MLT2A1_dup2131,0.221468909,1.239111133,0,0,0,0.482943282,0,2.876052731,0.59926073,0,0,0,0.098190707,1.399252064,0,0
MLT2A1_dup49,1.067181787,0.388726979,0,0,0.279222999,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3057,1.386977003,0.068203915,0,0,1.020644673,0,0,0,0,19.6115523,0,0,0,0,0,0
MLT2A1_dup2403,0.68518325,0.754735542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup3715,0.104498267,1.329197766,0,0,0,0,0,0,0.777579563,0,0,0,0,0,0,0
MLT2A1_dup1167,1.142498338,0.290416672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup696,0.968682351,0.462734954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT2A1_dup1365,1.430320034,0,0,0,0,0,0,0,5.160300734,0,0,0,0.634148318,0,2.339908339,0
MLT2A1_dup1982,0.219296159,1.207783503,0,0,0,0,0,0,0.508612803,0,0,0,0,0.572589214,0,5.711608515
