gene,8C_R1,8C_R2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
OR4F29,0.759484013,0.875117031,0.721330091,0.605351569,0.560865199,0.54390935,0.921730936,-0.250278604,-0.107794101,-0.494361874,0.025572814,-0.280295289,-0.010239054,0.099979047,-0.199309938,0.584088218
MRPL20,2.491906402,2.449508408,1.141922982,1.20483069,2.314300004,2.366640881,2.308623101,1.76789838,2.185056186,2.249632808,2.230776861,2.370984094,2.260032137,2.232766974,2.046882086,1.232103619
MIB2,-0.277271186,-0.029043332,0.068050407,0.058607824,-0.141910677,-0.176169593,-0.571742848,0.408969006,-0.009991988,-0.440572792,-0.561544989,-0.295827565,-0.742696616,-0.268884364,-0.535830904,-0.64566037
HES2,0.282789891,-0.024055474,-1,-1,0.664701293,0.786738155,0.651257936,0.237395726,0.528556918,0.494298406,0.717240114,0.9120845,0.545073749,0.779012139,0.199944886,-1
NOL9,1.135534465,1.084985297,-0.369730148,0.630600146,1.141683816,1.253315414,1.014275669,1.150289179,1.680888686,1.53847642,1.579132401,1.749486021,1.101388538,1.438496056,1.445541944,-1
CA6,0.497886579,0.737036104,-0.217030889,-1,-1,-0.099778119,-1,0.306239359,0.710850235,0.002608832,0.3926745,0.968564562,-0.487731673,-0.384221016,0.183266954,0.090895765
NMNAT1,1.013806969,1.128852118,-0.285688106,-1,0.994893161,0.919430699,0.628925793,0.93253704,1.205448465,1.200484043,1.219500958,1.442293389,0.751785948,1.564354092,0.881979793,0.113688563
MASP2,-0.295876367,-0.143415917,-1,-1,-0.296129265,-0.086229604,0.33782653,-0.126168139,0.508110199,0.072474674,-0.103156356,0.579674037,-0.130560519,0.509201212,0.311317224,-1
DISP3,0.0860584,-0.08854375,-1,-1,-0.033933331,-0.0925993,-0.304910563,0.274428196,0.412158802,0.401105341,0.357204548,0.161542781,-0.63147728,0.122106463,0.167133724,-1
FBXO2,-0.146652537,-0.371755161,-0.518464521,0.280894031,-1,-0.164504438,-0.39850277,0.023256202,0.410004768,0.069836279,-0.395561384,0.302644729,-1,-0.35232678,-0.220386028,-1
FBXO44,-0.700707986,-0.336584475,-1,-0.581259405,-1,-0.174382905,-0.554318684,0.201253866,-0.036260735,-0.16079026,-0.27277255,0.089549016,-0.790937483,-0.082755196,-0.455784875,-1
FBXO6,0.6308124,0.69917808,0.264801693,-0.314403275,1.056658739,0.926583254,1.065433226,0.723065784,1.399076254,1.337919494,1.000719629,1.018194175,0.189063483,0.343319408,1.009376087,-1
PRAMEF11,2.490068543,2.469810958,-1,-1,1.931202082,1.123940254,0.943054506,1.886772205,1.991417734,1.12161621,1.959229592,1.940425576,0.797679455,1.694365262,2.237313733,-1
HNRNPCL1,2.201354791,2.256237519,-0.47902538,-1,1.853193685,1.21761663,0.816868447,1.629349073,1.998059254,1.472522574,1.66433228,1.85882999,0.543469898,1.204099223,2.050309562,-1
PRAMEF4,2.584334565,2.556971649,-1,-0.818614943,2.229289103,1.691005432,1.365666201,2.248607891,2.260565201,2.028852369,2.149702166,1.844531859,1.194678211,2.076536652,2.512160853,-1
PRAMEF10,2.214873728,2.231518078,-1,-1,1.287686516,1.097058971,0.127852924,1.936479726,1.639413287,1.370394021,1.962738041,1.717700998,0.897277458,1.628228076,2.454487425,-1
PRAMEF6,2.558323022,2.523594696,-1,-1,2.211362984,1.858842604,1.75069722,2.811286926,2.417048996,2.447650567,2.575776509,2.089298186,1.747199843,2.482136887,2.670782591,-1
PRAMEF27,2.210947402,2.184481967,-1,-1,2.232412577,1.284312154,0.792498431,2.546650939,2.14806262,2.285943874,2.242074192,2.081009418,1.096175603,1.782600152,2.46570193,-1
HNRNPCL3,1.943547984,1.971300776,-1,-1,1.946696049,0.556071426,0.912118021,2.31740311,2.024002445,1.910447366,2.004141227,1.634902186,1.199193958,1.453181759,2.288781725,-1
PRAMEF25,1.844859526,1.779316656,-1,-1,1.763444686,1.242630561,0.523441701,1.994935131,1.68666463,1.493273884,1.882612064,1.928935436,0.729058036,1.522427283,2.195224548,-1
HNRNPCL2,2.260930534,2.302184168,-0.808097158,-1,2.111675188,0.694178946,1.004977098,1.921637571,2.177569934,1.966441836,1.78186877,1.410367466,0.308278104,1.151533771,2.085438732,0.058212819
PRAMEF26,2.532938331,2.520546596,-1,-1,2.248084406,1.514019468,1.194133662,2.363830401,2.108360032,1.878514273,2.226748911,2.318758975,1.143415789,1.957465462,2.531892916,-0.812606586
HNRNPCL4,2.201772823,2.208963637,-1,-1,2.053025211,0.739713545,0.874981156,2.411250388,2.282841606,2.024796978,2.116359989,1.712145054,1.243818676,1.585699272,2.389071534,-1
PRAMEF9,2.224672683,2.224260295,-1,-1,2.228130013,1.106465445,0.709957144,2.49294112,2.310265991,2.046794399,2.204787458,1.788655807,1.290738317,1.922853044,2.298599368,-1
PRAMEF18,1.55333174,1.527456867,-1,-1,1.851577871,1.327695493,2.022849714,2.106466403,1.84040332,2.049255499,1.978950057,1.739005961,1.691610636,2.002621668,2.183042465,-1
PRAMEF5,2.467817442,2.455946531,-1,-0.808391623,2.252977818,1.479654524,1.582324727,2.671535504,2.456780243,2.323249061,2.491997783,1.98795041,1.624927581,2.090316322,2.770681097,-1
PRAMEF33,2.004554828,2.009125107,-1,-1,0.991836867,0.566471498,0.129702459,1.375104572,1.229456624,1.009056167,1.61086302,1.490548145,0.925951139,1.415856821,2.155341929,-1
PRAMEF15,2.223853231,2.210772163,-1,-0.820607074,2.320326644,1.224256274,1.1577002,2.689929718,2.322461508,2.213869397,2.610875165,2.068712972,1.493396162,2.253567593,2.759309888,-1
PRAMEF19,1.79536929,1.826986738,-1,-0.7792658,2.483170984,1.890260656,2.394367911,2.697574465,2.239159952,2.562923191,2.430998774,1.926117064,2.291819733,2.377648681,2.916222073,-1
PRAMEF17,1.818699706,1.899943818,-1,-1,1.746211834,1.803602155,1.858548039,2.470157724,1.771534458,2.164748623,1.77922441,2.101040282,1.721116616,2.011332963,2.231286715,-1
PRAMEF20,1.897871814,1.791606336,-1,0.756969721,1.932111212,1.259243777,1.271502106,2.168343113,1.912015063,1.714255039,1.661504185,1.783708181,1.493210048,1.935210141,2.510722518,-1
RSC1A1,1.222009867,1.275440432,0.759435203,1.280677756,0.636233439,1.269435264,1.230893547,1.233925938,1.796041205,1.477415487,1.82217484,1.958524897,1.067672627,1.902253631,1.854140958,0.959040702
ARHGEF19,-0.355094257,0.048557413,-1,-1,-0.255002178,-0.596123154,-0.808071627,-0.349972366,0.074910686,-0.443130551,-1,-0.37825664,-0.240361733,-0.495060373,-1,-1
PLA2G2A,0.573976563,0.629633017,-1,-1,-1,-1,-1,-1,-0.100300818,-1,-1,-0.306393556,-1,-1,-1,-1
CELA3B,0.93289143,0.898510384,-0.848607476,-1,0.523070494,1.07440669,1.161990352,0.946522041,1.274108608,1.07617264,0.383314108,0.968791258,1.264889996,0.966205206,0.691242992,-0.162763725
CELA3A,0.728302254,0.642499235,-0.107314451,-1,-1,0.442815807,0.515400303,1.000390982,0.849772866,0.333782143,0.145946027,0.935179498,0.57362671,0.759145238,0.244268384,0.605891797
CDC42,1.465090678,1.477674067,0.885352266,1.158295188,1.500036694,1.376272339,1.082808287,1.072139178,1.548438061,1.226759093,1.59189452,1.453632297,1.315368651,1.394902221,1.406736248,1.052189351
TEX46,0.520205829,0.33514892,-1,-1,-1,0.26982023,-0.377844749,0.174042873,0.632966667,0.512682737,-1,0.677795575,-1,0.330059633,-1,-1
LUZP1,1.196042375,0.956424388,0.345338745,0.207113592,1.017987963,1.238346091,0.897783728,1.336484747,1.199278404,1.120920393,1.121991765,1.305137561,1.124157882,1.283805962,1.43792264,0.654453777
RSRP1,1.36065854,1.373521644,-0.960412424,0.133987226,1.608676352,1.31863774,1.25354635,1.906274343,1.747727976,2.011398523,1.522524412,1.4751321,0.945703877,1.414493128,1.903053267,-0.227032258
TRIM63,-0.29418141,-0.23525893,-1,-1,-1,-1,-1,0.275660692,-1,-0.157075951,-1,-0.507190344,-0.505996111,-1,-0.321352854,-1
FAM110D,0.116727274,-0.098903891,-1,-1,-0.442451664,0.494221191,-0.397044757,-0.475461471,-0.677968512,-0.094198771,-0.145880128,0.798395464,-0.010317403,0.275346188,0.248075041,-1
CNKSR1,0.076414508,-0.072895815,-1,-1,-0.270754445,0.423011721,0.320851314,0.56996064,0.557675514,0.413562798,0.327881289,0.844256748,0.043376328,0.645339808,0.349974448,-0.295735369
SH3BGRL3,2.820067377,2.77549109,0.791386157,0.981055075,2.350113847,2.563332464,2.508802211,2.192141975,2.678715493,2.585238251,2.669151093,2.809066588,2.400603784,2.748555514,2.538973119,0.993588328
GPATCH3,1.340829558,1.275646283,0.706868963,0.909182251,1.142563417,1.870035071,1.384916924,2.050336969,1.660764163,1.858247119,1.616187394,1.863052153,1.074844662,1.744722299,2.414633575,-0.018648277
DNAJC8,2.136364552,2.145465779,1.499283186,1.475424694,2.090869568,2.267518695,2.099571166,1.954218923,2.332306153,2.455097492,2.539401141,2.508136161,2.185034813,2.412884166,2.384243494,1.953988812
ATP5IF1,2.397202474,2.390332218,0.898889417,1.169127677,2.371247454,2.465399948,2.47043778,2.474227908,2.486810094,2.350514362,2.619487138,2.752821516,1.98659877,2.667169552,2.321966091,1.586988004
YTHDF2,1.969374405,2.070078149,0.647434034,1.070559407,1.776228326,1.844130137,1.513045136,1.906211997,2.068614298,1.860573053,1.998362938,2.147038201,1.602369472,1.975339484,2.248163965,0.152542328
TMEM234,0.274489211,0.349322857,0.155637426,0.740016346,0.662875827,0.128054696,0.60103325,0.555568075,0.737067693,0.820093754,0.740909392,0.934411035,0.337730964,0.725927269,0.599716802,-0.451812683
RNF19B,1.618542514,1.615422955,1.017498925,0.988921069,1.726629155,1.576283716,1.60796026,1.197958295,1.567839551,1.736017686,1.688056201,1.736699795,1.698998878,1.541335427,1.458308643,0.633253723
A3GALT2,0.047541572,-0.100434956,-1,-1,-0.310187012,0.621225042,0.125357379,0.098794433,0.153255266,0.1740992,0.185452243,0.574786142,-0.100824408,0.675211962,-0.729942323,-0.161435582
MANEAL,0.534009663,0.6636854,-1,-1,0.741471902,1.001175433,0.957260031,0.601492604,0.645617597,1.079710069,1.181751856,0.976613529,0.586304908,0.611771128,0.209507403,-1
YRDC,1.943325076,1.831272851,-0.183030866,-1,1.824132662,1.947267642,1.864007877,1.78155904,2.051667456,1.992201544,2.215193667,2.165909325,1.844854779,2.069938142,2.447568497,0.033049844
PPIE,0.860242161,0.887236422,0.551982599,0.565333717,0.980911778,0.983133953,0.886894319,0.708073843,1.069976822,0.880238235,0.915329373,0.962547392,0.966387678,0.844671604,0.856710816,0.218591789
MFSD2A,1.702433892,1.64546676,1.13649365,1.479848188,1.475732678,1.774853181,1.859026067,2.101589646,1.779147152,1.971723109,1.871379722,1.54334106,1.225172684,1.417614978,2.273352142,0.99269506
ZNF684,1.456956323,1.375129584,0.391150862,0.658975463,1.321885073,1.292859878,1.469718589,1.193740007,1.438713861,1.382735573,1.506717878,1.409999368,1.50241569,1.525624988,1.408058109,-0.878063878
CCDC30,-0.214806369,-0.2074386,-0.828521048,-0.375039566,-0.575095807,-0.42641354,-0.902902878,-0.514544579,-0.505338078,0.396570307,-0.340595572,-0.230407911,-0.77156128,-0.423639474,-0.533887693,-0.464377756
ERMAP,0.846187361,0.751299313,0.248735261,0.208840672,-0.02333604,0.31740769,0.711111597,-0.049567002,0.603725097,0.44454883,0.304523521,0.173853737,0.006473205,0.345697149,0.509306248,0.035065913
CFAP57,0.596388077,0.49620676,-0.461991679,0.58432377,1.089616954,0.851485117,0.94045538,0.85165466,1.072635052,1.153832878,1.029020678,1.083369521,0.895207315,1.026770309,1.074987816,-0.817252344
ST3GAL3,-0.370483009,-0.505425248,-0.876212261,-0.229309155,-0.830477419,-0.502596901,-0.649167032,-0.482424801,-0.813303723,-0.037992285,-0.866484777,-0.163984184,-0.453515797,-0.605514521,-0.544059954,-0.393058362
KLF17,2.034881041,1.944767776,-1,-1,1.735040338,1.716726893,1.56903642,2.433798193,2.228556358,2.167284949,2.216298693,1.973556903,1.452450407,2.072038005,2.649782873,-1
AL451136.1,0.567367738,0.354020232,0.431183115,0.667331551,0.511013282,0.48826134,0.3904948,0.932948787,0.576067576,0.781100219,0.713045758,0.959134164,0.479297861,0.730505656,0.982150445,0.113398822
TESK2,0.687757706,0.524178383,0.570406311,0.934839455,0.663022323,0.787729324,0.580956258,1.164429911,1.181022347,1.030838449,1.005272921,0.989924506,0.650255496,1.005885156,1.404894021,0.499528417
STIL,1.333374919,1.373585406,0.660408105,1.526734281,0.872792166,1.140476339,1.028629338,1.251907028,1.380796989,0.958643015,1.468939734,1.324830465,0.873059624,1.323352181,1.358136643,0.81178833
FOXD2,-0.256817104,-0.135805377,-1,-1,0.298773143,0.025599978,-0.316293945,0.116606606,0.020188976,-0.345100939,-0.774294889,0.118299632,-0.370044933,-0.810200324,-0.46179237,-1
RNF11,1.965391983,1.943625289,0.564736211,0.807131452,1.798601775,2.005375836,2.245271078,1.816753822,2.089472562,2.711769193,1.993934197,1.975323256,2.37860579,2.405732845,2.737382849,0.534902735
PRPF38A,2.011806135,1.974397177,1.013794585,1.415202291,1.702870525,1.899468796,1.805647595,1.909426243,2.013849862,2.094091556,2.185153354,2.076774101,1.896621629,1.977085701,2.25460078,1.044140561
SHISAL2A,-0.031724756,-0.855429385,-1,-1,-1,-0.557235578,-0.856316027,0.061469894,-1,-0.122901569,-0.574802992,0.689126589,-0.580865774,0.475369933,0.23312704,-1
TCEANC2,0.260494657,0.310818669,-0.12536652,-0.232089363,-0.011712957,0.402683509,0.325395255,0.400077136,0.411227688,0.556874152,0.504476121,0.794380935,0.071816037,0.311307953,0.129362189,-0.513539738
GADD45A,1.267078717,1.407209679,-0.874955141,-1,1.513721264,1.554684909,0.18229361,1.644157602,1.25137059,1.222000572,0.914355305,1.46422644,0.713459332,1.006459555,1.865561367,0.473040082
PTGER3,0.357773682,0.496646335,-1,-1,-0.387597065,-0.795302708,-0.597482905,-0.579603955,-0.171565537,-0.44223926,-1,-0.174727682,-1,-0.060579644,-0.761676888,-1
AC118549.1,1.257763667,1.146158034,0.17330311,0.387416218,1.086099697,0.854707149,0.863867023,0.983859176,1.164170086,0.813826978,1.419293318,1.352124993,0.798759332,0.917557765,1.367720908,0.413031147
RPF1,2.142225034,2.1888384,1.364123409,1.496670076,2.123095522,2.08339281,2.152093951,1.750762605,2.321811445,2.254594684,2.319036533,2.159322688,2.264009265,2.132541025,2.03866643,1.487678578
C1orf52,1.858836354,1.902972663,0.108285218,0.213243326,1.646054217,1.592820126,1.715895084,1.743800844,2.032290635,1.893666443,2.199402714,1.982976015,1.573461208,1.866323688,2.075308781,-0.344194855
COL24A1,-0.353089058,-0.383363232,-0.618033957,-1,-1,-0.875707317,-0.614385738,-0.486135244,-0.211519632,-0.836148541,-0.97199827,0.089451081,-0.931463867,-0.271494788,-1,-1
BRDT,1.994394171,2.008446966,0.901423459,1.086526348,2.385736267,2.246994316,2.298469556,2.20369595,2.32815477,2.329531099,2.354077147,2.482521837,2.04601644,2.397857663,2.241790872,1.218633875
EPHX4,0.194653653,0.775562814,-1,-1,0.369877035,1.118388487,0.262640663,0.375931397,0.944277351,0.60183426,0.791628127,1.236397942,0.293536439,0.777678386,0.488517992,-1
GLMN,1.136061485,1.166421024,0.562719207,0.214997502,1.287517231,1.336981004,1.292145231,1.064783374,1.120170347,1.35968928,1.165549504,1.349609658,1.548970394,1.297676591,1.331261233,0.382796614
DNTTIP2,1.924180051,1.909769372,0.670178135,0.47422644,1.859771138,1.873766455,1.715164432,1.616424213,2.023864616,1.932672772,2.012406937,1.845288172,1.860312061,1.774008751,2.044904852,0.531793532
WDR47,1.603776874,1.553424108,0.926854972,1.387085737,1.481653639,1.302905179,1.546831568,1.985462045,1.90970254,2.114122599,2.093328757,1.921326388,1.535835569,1.89685663,2.378581662,0.898604923
TAF13,2.494554538,2.550899962,0.062372865,0.86026365,2.425072976,2.225529193,2.453433997,2.382729216,2.72717927,2.549516455,2.768220338,2.69877141,2.658656636,2.651556753,2.819954466,0.070484459
TMEM167B,1.638888957,1.594835658,0.341972684,0.17586666,1.033402812,1.655728576,1.236998513,1.277141005,1.534799398,1.427671799,1.752754871,1.785689201,1.295169739,1.631027831,1.26855162,0.2678131
RBM15,1.070676771,0.996016346,0.948831476,1.723277197,0.805266936,1.444018316,0.770277597,1.1384204,1.359197264,0.870652756,1.069645265,1.3393124,0.85296936,1.110066166,1.346380923,0.834869879
LAMTOR5,2.402910094,2.462231881,1.720116541,1.556894074,2.623698546,2.577628773,2.518980319,2.402140029,2.203345961,2.279958045,2.319789308,2.508911501,2.455234225,2.458002878,2.409233502,1.371912724
C1orf162,0.617111179,0.861768443,-1,-1,0.20729965,-0.103904504,0.051791475,-0.831362766,1.338347961,0.600033088,0.227495032,0.629728239,0.658144582,0.357063437,-0.58611177,-1
SLC16A1,2.167665731,2.14526005,0.86941898,1.147744065,2.315821237,2.393289985,2.431817064,2.366135193,2.391425958,2.519569792,2.635611609,2.621753038,2.555906259,2.485153993,2.809908082,0.879354302
LRIG2,0.298971104,0.223031384,-0.650437193,-0.683790896,0.190094611,0.473901196,0.276412836,0.495362464,0.685974527,0.312212381,0.738959177,0.511295234,0.358351664,0.154024236,0.64436962,-0.147052659
PTPN22,0.761015727,0.695956989,-1,-1,-1,0.040896985,-1,0.197238727,0.461062006,-0.196323231,0.950754811,0.569251828,-1,0.221920655,0.033761695,-1
SIKE1,1.776850047,1.686125943,1.197244567,1.582014324,1.640267095,1.718228596,1.519598938,1.285229669,1.726786936,1.614374486,1.868260642,1.698363459,1.512045651,1.781497907,1.497501399,1.454254172
SYCP1,0.191676966,0.376208954,-1,-1,0.170800457,0.016494339,0.524731662,0.2094209,-0.209180053,0.429469643,0.457968951,-0.024026183,-0.026355863,0.797222838,0.437670236,-1
SPAG17,-0.311250823,-0.282035404,-1,-1,-0.021565828,0.265280521,-0.129268586,-0.07832315,0.251406191,0.251484837,0.357662769,0.297679052,-0.030533542,0.055520165,0.285808865,-0.531170715
H3-2,0.802450499,0.748813447,1.414855238,1.519612136,1.38156204,1.29194905,1.190132757,1.416776061,1.277283675,1.196391125,0.889049475,0.878940285,0.639014782,1.338745742,1.003572746,0.781122856
ANKRD35,-0.004777593,0.359778427,-1,0.147583381,0.565241075,0.301280384,-0.540937777,1.009224381,0.583453388,1.462133542,1.035935839,-0.08745645,-0.208468996,0.052543394,1.272408466,-0.722005766
RBM8A,2.268682844,2.271791798,1.079284403,1.477439408,2.157797245,2.311143964,2.197530322,1.835435559,2.369894525,2.417800822,2.552037979,2.304144125,2.339084879,2.29852702,2.048949624,1.281163277
NOTCH2NLA,-0.542952342,-0.553989846,-0.469886823,-1,0.132866121,-0.061290418,-0.615510795,0.46543322,0.129830905,0.988529866,0.143950376,-0.028475307,-0.210242668,-1,0.357520283,-0.356614386
H2AC18,2.262835926,2.039361852,1.092871814,1.063221984,2.187845564,2.467976395,1.474445822,2.480697193,2.039785646,1.492085844,2.379406015,1.964177351,1.014043954,2.16905239,2.432739299,0.361182323
H2AC19,2.2205483,1.993349992,0.906966792,0.825800016,2.057732689,2.353528505,1.326081377,2.30956888,1.896876104,1.277715543,2.242195903,1.873709917,0.883091373,2.015718095,2.281570627,0.231471939
H2BC21,1.3709595,1.039994796,0.626112145,0.503347752,1.378864708,1.037966128,0.226106528,2.204412534,1.526129769,0.060441273,1.631394523,1.230751266,-0.036196754,1.459410723,1.531935065,-0.034014
CTSS,0.267208332,0.200952027,-1,-1,-0.104986157,-0.062587542,-1,-0.342111802,-0.045267012,0.760056334,-0.111776895,0.055915996,-0.562092671,-0.711273896,0.402603812,-0.526469719
CTXND2,-0.141980683,0.020722578,-1,-1,-1,-1,-0.731328955,0.047351828,0.021682498,-1,-1,-0.103875327,-1,-0.029666205,-0.501223647,-1
TNFAIP8L2,0.014478364,-0.151417742,-1,-0.739045764,-0.565309761,0.077411178,-0.333891879,-0.077172248,-0.047215245,-0.241576319,0.037632271,-0.206903314,-0.093549479,0.202383258,-0.254080924,-1
SCNM1,2.262928172,2.205343889,0.723867963,0.508784651,1.835789499,2.149982767,1.841944934,1.755227137,2.109056933,2.154255408,2.31753508,2.381293416,1.878036926,2.287066484,2.15760671,0.779078079
LYSMD1,1.625718461,1.537104933,-0.03644176,0.369939521,1.235743679,1.323520999,0.738120426,1.030613694,1.14184649,0.97962738,1.275336579,1.191562836,1.088197417,1.106152034,1.165153226,0.057685767
RPS27,2.758018955,2.761165575,2.312223254,1.985386485,2.66574568,3.0049453,2.734016337,2.533836594,2.902999624,2.864885302,2.984191823,2.803616713,2.942778018,2.877648421,2.489277118,2.321277111
SLC50A1,1.13448069,1.092031444,0.275115425,0.590054204,1.149904889,1.370119405,1.410577069,1.195982325,1.295955281,1.646203363,1.330323292,1.833249328,0.959838972,1.752004086,1.039709656,-0.154040919
DPM3,1.153755127,0.950542506,0.905862072,0.915275782,0.813394352,1.531420563,1.373294356,1.060774553,1.413596002,0.820946001,1.035715334,1.881648741,0.782498297,1.567852248,0.739528964,1.165671352
HCN3,-0.498256071,-0.595454477,-1,-1,-0.220999153,0.296959051,-0.758322325,-0.143055926,0.090470012,-0.127118429,-0.085537843,-0.007882066,-0.259685506,0.190348779,0.180259056,-1
PKLR,-0.498203182,-0.218575904,-0.6960006,-1,-0.340628072,0.000292276,-0.699687656,-0.094332424,-0.452866832,-0.423841836,-0.117029627,-0.126383331,-0.445943843,-0.071517479,-0.263173828,-0.88031815
ASH1L,0.531499365,0.532586306,-0.182563461,0.093611114,0.612349651,0.932994635,0.623859909,0.677800779,0.591868608,0.373139624,0.749322528,0.99434499,0.302509769,0.639559904,0.817831265,0.265473774
RIT1,1.115431305,1.252863274,-1,-1,0.622816639,0.789483037,0.675742252,0.911149579,1.105918115,0.846527747,0.826864424,0.608464311,0.745713012,1.118606492,1.157331905,-0.457261762
CRABP2,0.915566643,0.718097431,0.570667321,1.358777209,0.725743628,1.202012555,0.814256529,1.112819829,1.916434854,0.790935376,0.297674252,0.5838718,1.058322971,0.935782968,0.836772982,0.917778972
ETV3L,0.458153932,0.429154133,-0.391629903,-0.550235567,-0.380601849,-0.600378212,-0.601436818,-0.121092017,-0.888405996,-0.817573061,-0.884907633,-1,-1,-0.793149812,-0.360449714,-0.203063404
CRP,0.204014162,0.484927929,-1,-1,0.074740986,0.594234373,0.905231815,0.650011477,-0.034124278,0.764376384,-1,0.347498784,-0.211773642,1.22915401,0.456084038,-1
TSTD1,1.515902119,1.398194023,1.329373906,1.782915441,1.47965437,1.248296171,1.362662061,1.724601611,1.830210716,0.930743193,1.526837186,1.886861136,1.178544158,1.546628293,1.386440579,1.144756366
PFDN2,2.888183653,2.765691612,1.949628641,2.196963869,2.700475425,2.923266926,2.483584808,2.367458152,2.732850472,2.71996559,2.923480058,2.644423731,2.610086814,2.578627237,2.656210143,2.159817396
DUSP12,1.915000187,1.881335499,0.811521129,1.422646756,1.869145181,1.845487803,1.944328167,2.071535954,2.308719472,2.216116646,2.137247842,2.12247287,1.923554377,1.936926302,1.918342767,0.714098164
CCDC190,0.041321364,0.058760745,-0.452239072,-1,-1,-1,-0.463614497,-0.332401192,-1,-0.341408116,-1,-1,-1,-1,-0.057148796,-1
TMCO1,2.026151983,2.013150422,0.813369852,0.929636228,1.884208077,1.831869527,2.077871411,1.449437519,1.882044086,2.096238809,2.164011099,2.241221254,2.011881782,2.189898206,1.830083197,1.061854624
ADCY10,-0.161944428,0.053778778,-1,-1,-0.030194922,-0.153473266,-0.011398804,0.071888769,0.258460749,0.135924462,-0.918100729,-0.362475101,-0.017201961,-0.120800506,-0.199617618,-0.307294135
XCL2,0.055994129,0.0418803,-1,-1,-1,-1,-0.541694797,-1,-0.368113159,-1,-1,-1,-0.705511229,-0.173974426,-1,-1
XCL1,0.168473622,0.042807421,-0.38291558,-1,-1,-1,-1,-1,0.001127325,-1,-0.056004886,-1,-0.632085045,-0.510276568,-1,-1
KIAA0040,0.384574405,0.349937207,-1,-1,0.524593717,-0.025756907,0.632966987,0.243793332,0.404731694,0.408364058,0.248205553,0.314231465,0.514285227,-0.16034803,0.734771849,-0.644898827
AXDND1,-0.299097253,-0.2389819,-0.759852755,-1,-0.528192922,0.004826495,-0.424156952,0.083076308,-0.109572769,0.04463723,-0.590101432,0.071890349,-0.647136009,-0.60679815,-0.132257095,-0.634390508
TOR1AIP2,1.274984396,1.185735418,-0.512063388,0.423554486,1.196454292,0.877562866,1.114778066,1.103820387,1.07896695,0.97891724,1.354567751,1.288852036,1.049209373,1.230031107,1.242094446,0.096992257
IER5,1.10557276,1.149636032,-0.33074103,-0.837404074,1.03167122,1.100452242,1.047226362,0.801877149,0.658234251,1.187301276,1.10810628,0.713457603,1.134268612,0.995848535,1.388435928,-1
GLUL,1.774788368,1.76164148,0.281802408,0.836253983,1.756922237,1.4935835,1.616375862,1.554830462,2.118540508,1.946466232,2.118030875,1.527110219,1.831558105,1.765359326,2.241824871,0.487345732
RGS8,-0.702605236,-0.29775479,-1,-1,-0.510528912,-0.575138049,-0.747822028,0.135824636,0.060406689,-0.739937463,-0.470689298,-0.152007941,-0.57986151,0.138138893,-0.024770967,-0.040023171
KDM5B,1.287913708,1.198318637,-0.343513863,-0.011691399,1.196276871,1.236232327,1.002924685,1.405420421,1.20045177,1.039019778,1.404762112,1.097799618,0.909004177,1.054827042,1.507131133,-0.059945962
RABIF,1.902154498,1.841002129,1.202939456,1.567987353,1.661879712,1.620214185,1.738520773,1.174438711,1.867931245,1.913237281,1.859885754,1.811214699,1.84380741,1.895298012,1.55926667,1.152768021
PM20D1,0.325127763,0.325857409,-1,-1,-0.00420408,-0.29692774,0.103465345,0.891870213,0.546155969,0.41817573,0.245410573,-1,-0.029080794,-1,0.814211231,-0.08015899
UTP25,1.055704589,0.864912896,-0.345193626,-0.089039255,0.836091983,0.923135172,0.932049674,0.917410801,1.096457778,1.056056564,1.15347814,1.319272636,0.954614033,1.123394202,1.093244349,-0.304646318
ATF3,0.984651236,0.637993478,-0.880095368,-1,0.891780067,1.271197767,0.889826799,0.955379589,0.774380266,0.995462337,0.759423191,0.573318748,0.900590087,1.034181533,1.494378353,-0.561988468
TATDN3,0.851485238,0.58299141,0.450115116,0.629160456,0.785795118,0.961594826,0.778576939,0.550771163,0.684097621,1.405646771,0.804368065,0.804279567,1.136370616,0.453934196,0.53336019,0.09099572
TGFB2,-0.419763052,-0.138591841,-1,-1,-1,0.245370059,-1,-1,-0.58051266,-1,-1,0.63831109,-0.838459384,0.520988372,-1,-1
ZC3H11B,0.504371137,0.474352939,-0.783353427,-0.923682015,-0.114132601,-0.036465044,-0.158914611,-0.393405016,-0.25296853,-0.388143777,-0.203277221,-0.157747897,-0.356147492,-0.258393624,-0.293574164,-0.439867445
DNAH14,-0.179797225,-0.160045997,-0.558897661,-0.436047393,0.334615619,0.232287865,-0.032258486,-0.169490358,-0.07226441,-0.105280187,-0.085344611,-0.132390443,-0.47453911,-0.122724299,-0.298290238,-0.495552836
SRP9,2.293973247,2.287607636,1.498989129,1.90643513,2.579975191,2.338842459,2.707529656,2.179704018,2.499794363,2.745882705,2.756546504,2.828312584,2.577780008,2.798536694,2.40993594,1.747630772
H3-3A,1.861833559,1.73368788,0.667996238,0.652255869,1.305687647,1.588837713,1.414600414,1.315840156,1.328788656,1.386029129,1.518800295,1.463448716,1.367000523,1.401936506,1.36835764,1.085524937
