gene,8C_NC3,8C_NC1,8C_NC2,8C_KD3,8C_KD2,8C_KD1
MMP23B,0.10438373,0.116696634,0.140603633,0,1.609407877,0.767045222
CDK11B,7.539128397,28.20542263,17.68812252,22.27992193,32.27467243,18.29154358
PRKCZ,0.373889093,0.278661554,0.531827077,0.319313533,1.34509479,2.576504404
CCDC27,3.964635953,6.577609377,2.794522098,15.46086292,70.01285032,88.22060764
RERE,2.670755603,1.495175628,1.810271781,6.650528491,25.90839329,14.63511631
PIK3CD,0.554244973,0.379222602,0.763695529,0.471669697,2.848484216,1.231475178
CLSTN1,3.194921892,5.138793408,2.851267844,6.784189583,14.67076155,14.91647569
PEX14,3.081180228,5.031646835,6.407871527,2.957769408,13.21298068,11.02431299
DNAJC16,1.47835302,2.153565999,0.955835421,4.096011892,9.577884549,5.89257881
AGMAT,0.632120216,0.748253541,0.020034314,2.163764148,2.643562938,6.739836777
ZBTB17,1.099260388,2.285905417,1.930381772,2.215769236,7.579210325,7.933671753
MFAP2,0.572869229,1.897611201,0.525863811,1.794268622,19.70070722,7.310546234
ZBTB40,1.587742114,3.695054027,1.880000464,0.935306178,3.289816461,2.582472027
ELOA,14.85769091,45.93282134,18.67892277,24.68369185,28.76282946,20.82838666
MACO1,2.299347447,2.866971474,2.680338479,6.199430497,31.14107167,21.11157515
AL020996.2,1.888989667,4.223622506,8.063937933,2.18994442,9.085940617,13.8809036
PAQR7,1.884890928,1.795046956,1.203638748,4.676132459,12.88636827,10.88683081
CEP85,20.1758839,10.93614174,14.07643233,35.18127621,98.48043435,78.34819058
UBXN11,28.23253709,62.94324717,46.68919404,14.29795345,110.4372332,117.0343218
WASF2,2.420775568,2.400590068,4.071169421,17.22427329,40.27379607,30.03641616
STX12,13.18565479,40.88895333,28.72741972,9.861375611,24.35229736,22.12494622
PHACTR4,13.67564891,3.200186302,3.279540838,12.43811811,8.218054092,3.313169913
ZCCHC17,74.40560333,132.6095357,104.0322698,115.2177526,317.9481188,335.3516921
SERINC2,0,0.521788109,2.335111908,0.642011516,2.827070397,4.001322956
BSDC1,0.660658629,5.088055138,1.918227278,2.535320761,9.070082303,7.297081862
RBBP4,12.07946826,11.81063593,13.01671914,16.28005144,59.06246493,71.15194911
ZNF362,0.782183937,0.253463435,1.227664172,1.623043914,12.05985822,9.496264656
OSCP1,3.302239965,3.99941299,0.911855917,3.836330182,6.647177797,5.999074991
SNIP1,11.30100381,12.48029483,7.178752355,5.148169447,4.585742887,4.35470541
CDCA8,30.75578112,129.6562176,55.12521482,62.87670846,139.8340321,160.0027323
SF3A3,88.10031079,181.8966084,116.4646544,119.4695103,311.2720478,383.646217
EXO5,7.034508043,17.17104924,8.322307238,5.09523291,23.17752943,35.1601672
NFYC,3.563924566,10.59621026,8.540086302,8.179935969,12.06283445,18.25926181
C1orf50,1.197421198,2.15809298,8.4223332,1.813767815,4.289166376,6.470402283
SZT2,0.120087434,0.318951908,0.315277799,0.201095299,0.729390807,0.541943615
KDM4A,6.060508515,18.69644863,4.270103056,3.996310612,17.8935638,16.91117209
AL451062.4,6.414091932,15.99859692,4.469607354,4.582771975,15.70089608,15.29197848
SLC6A9,0.427532811,0.784350783,0.248072061,0.991295093,2.272380287,4.009853478
KLF18,8.142154016,5.53893427,0.647738106,26.36945421,24.55824468,4.997084735
KIF2C,55.74237216,172.3909513,68.40069827,72.43994977,180.7411174,206.5589039
AL358075.4,13.04225309,7.179886295,18.36629304,38.43754347,31.29303451,22.38655809
TTC39A,0.018438859,0.366468816,0.225188088,0.581521238,0.347470163,0.983590888
MIER1,7.282241433,12.98036708,6.205866742,8.129768286,9.03188495,11.74396024
LRRC7,1.124450779,2.714267922,0.670835917,1.576748136,3.939316612,5.012971693
AK5,0.877864469,1.259174824,0.624702672,3.841543263,6.157467599,10.00757764
GBP2,0.015932862,0.047499392,0.463565683,0.053361514,0.4640166,0.689469903
GBP6,0,0,0,0,0.396021021,0.220201298
AC093423.3,1.407743887,1.311498873,1.137728484,9.429485454,21.70485852,19.53971469
ARHGAP29,1.218489696,1.704234599,0.945113591,3.915673077,6.943802111,8.772270723
VAV3,8.868295148,22.55243122,4.370817714,25.46102641,46.49516794,57.03888329
GNAI3,22.47835365,69.38391687,30.73571486,21.50039197,21.41776833,33.05953035
STRIP1,1.723738686,2.709573815,0.23640709,2.814364847,7.637510384,6.960225167
MOV10,0.097243332,0.566630378,0.819255401,1.643215325,3.377246864,7.246803803
TTF2,1.416162911,4.306333274,1.147584765,6.070962283,18.97189746,15.83625951
AC253572.1,2.123494858,0.154405088,0.669733959,1.604513734,1.952004603,2.960131765
SRGAP2B,1.082385653,1.067701572,0.540303008,0.999559694,1.581582706,2.09239964
PEX11B,8.473811085,2.446349993,7.471061635,17.16263776,80.27249662,41.12933987
AC243547.3,125.6980302,386.2482754,74.18093616,59.17849808,95.15532209,63.92919143
ANKRD34A,0.344841648,0,0.202689847,0.380600528,0.483348457,0.435132573
NOTCH2NLB,7.06285945,0.696704185,0.447698212,0.391343858,7.740191537,2.798538188
NOTCH2NLC,1.356959191,0.545807392,0.25531283,0.081154594,1.900309179,0.984826919
FCGR1A,0.038386612,0.286097486,0.496380539,0.305335813,1.21658459,2.131249734
APH1A,1.424869479,5.581479395,1.214057518,12.48514239,34.230618,42.77442149
CIART,13.67343516,8.489895194,8.596858523,9.097993035,49.1670152,28.59457896
PRPF3,7.320372338,28.67526322,19.70944191,5.853080002,17.58987876,24.67224786
RPRD2,2.067754733,1.923931924,1.348269449,2.337812034,4.410998728,4.871281415
ENSA,5.834813943,11.67986085,11.01730448,9.534012537,17.74838775,20.42451656
SETDB1,1.379114668,1.076231544,2.54388903,2.268674975,7.68541612,9.630781038
PRUNE1,2.443144869,5.734441554,6.385302841,10.09067546,15.24245926,13.72527292
BNIPL,0.241707667,0,0,0,0.569356029,0.02466869
TMOD4,0.999093329,0.651550932,0.403730021,0,0,0
VPS72,75.54750499,84.9046687,54.02899992,216.966898,647.3357197,549.1559003
ZNF687,1.42852948,0.434014048,0.686343163,0.70851143,2.914888594,1.574965562
PI4KB,2.784267648,6.272551042,2.318413725,2.702108841,4.697547734,4.443266909
S100A4,5.960962027,7.434784518,0.655456685,0,28.44747511,4.469700622
ADAR,5.300585559,7.037065194,1.751551256,12.8490082,26.3204376,30.81683244
AL691442.2,1.822332568,2.798703352,1.368658977,1.155920759,7.095218266,7.214052956
EFNA3,0,0.970671079,0.031896195,0.644366362,3.346723941,5.365173566
GON4L,8.36172166,17.10136665,10.32141348,9.501288067,16.83712034,17.56457925
TTC24,0.427137561,0.333507349,0.043836128,0.374667055,2.543677967,0.066428448
ARHGEF11,0.115725985,0.230003199,0,0.360667941,0.198253875,0.209973273
ETV3,4.589938765,23.78648708,4.040064177,2.808692695,6.907832004,3.488414626
CFAP45,0.021903895,0,0.212430842,0,0.562863908,2.146091506
IGSF9,0.286103742,0.33600613,0.551207765,0.573470454,5.688518461,6.031076531
DCAF8,1.331664632,4.454957315,0.521814195,5.359532616,9.8381802,6.733708963
AL139011.2,3.791774867,9.536177812,3.040279129,10.8635469,27.79960584,15.37683724
NIT1,6.491242867,14.17476554,5.278862246,11.77167277,46.48204529,30.66058071
DEDD,18.13343545,39.95194701,27.34339445,28.87994056,116.6770791,85.1696181
USP21,1.008964153,1.298885626,1.251984957,2.188780794,15.24212733,5.641776563
CFAP126,0.446058383,0,0.240334118,0.124492964,0,1.820989142
TADA1,15.99257735,6.861762102,21.55250068,37.06443173,114.4843969,89.20008567
CENPL,9.6488038,21.99282725,9.198722328,11.65742087,21.60492518,22.08532986
TEX35,0,0,0.448759638,0,1.353055349,0.515893904
XPR1,3.628221771,7.140451419,1.203531135,5.043284996,9.633108769,8.844944503
NCF2,2.731650568,0.73234312,0.762371341,1.711268044,3.602341828,5.744325176
NIBAN1,0.172693672,0.072077333,0,0.35859354,0.094671052,2.019133747
TMEM9,6.093323687,10.06765299,5.442749072,21.66139462,54.33137588,62.98568651
CSRP1,0.78633029,1.055732442,0.234371186,4.800134038,28.07865353,26.0816191
SYT2,2.644656225,1.416539673,1.63529352,4.478017191,10.34854828,13.97837053
ATP2B4,2.900457811,1.702911333,1.250202208,3.414790404,11.76303154,7.384812506
RAB29,4.230127949,1.801564076,13.07149194,3.381399837,28.4568171,11.69724317
SLC41A1,1.768287889,2.985479748,0.758307273,6.949588439,8.902463137,1.988869609
RASSF5,0.098996183,0.18445597,0.008889778,0.269386711,4.324634714,2.115010357
CR1L,0.60285564,1.08454513,0.649631455,1.131365795,0.783481616,0.611031328
HHAT,1.922380733,2.529919812,1.213063402,3.487432935,11.55619038,15.56859395
KCNH1,0.33478282,0,0,0.127860387,3.048749457,2.35938632
AL590132.1,1.076120643,0.055313001,0.053315737,0.186418313,4.746576971,4.302262998
DTL,22.37141806,49.21917006,15.03867675,26.22773167,66.17803133,87.22549089
SPATA45,0,0,0,0,0,0
RPS6KC1,5.511569717,16.41735602,7.000861808,7.587515395,11.43235905,12.17224324
MIA3,4.924036513,9.350037724,4.078793026,7.477080545,16.32744687,28.24905567
EPHX1,0.275318332,2.291357959,0.618084154,2.228364498,4.08769066,7.193342756
SDE2,29.93256487,83.72829853,26.43856133,21.09860674,74.37103265,56.49094715
MTR,1.522706221,2.241997612,0.496772197,3.356957773,5.360785644,2.957968962
SMYD3,3.953160101,5.468588105,11.65919557,4.024480199,12.95640559,13.51940088
SCCPDH,0.215008058,2.483823274,3.47535931,3.240422197,22.00814531,27.73687115
DCDC2C,2.881106089,2.853061098,3.365182551,2.783437761,5.315385083,2.895219712
GREB1,0.157369053,0.158683768,0.019950516,0.379787658,2.085388444,2.501750817
GEN1,0.097264252,1.776043478,2.630756726,0.651504763,1.649602267,1.580345243
WDCP,10.7202698,24.18017588,21.27758055,20.91481803,64.54578114,53.94983833
TP53I3,0.174217439,0.482282155,0.026819292,0,0.469004566,0
CENPO,12.46142262,27.15544217,19.46262097,10.71318588,30.74478,34.58480133
ADCY3,2.935017036,6.852700679,4.47288056,2.696039202,8.835736913,9.83370208
