gene,4C_NC3,4C_NC2,4C_NC1,4C_KD1,4C_KD2,4C_KD3
TMEM150B,1.159845106,0.92007746,0.649414927,4.160694672,4.909833001,3.029752674
NLRP11,258.4551279,77.63851609,90.68760551,288.3477629,204.0748274,296.1723559
ZNF135,0.334529834,0.666946591,0.3251881,2.375837455,1.199896246,2.21320842
ZNF329,4.146412656,0.991996111,0.822247342,4.46883272,4.912495146,6.424434525
ZNF584,12.01880016,13.62032501,6.271023427,4.701952338,4.648442469,5.656858479
TBL1Y,1.302596633,9.612268286,0,0.01787326,0.18146531,0
SMARCB1,8.286334911,10.71564326,9.95641015,15.92491226,15.48906627,15.20881918
GUCD1,16.50427062,20.29527831,9.815482192,22.64544782,22.29751494,27.5354987
MYO18B,0.385059971,0.673123697,0.043005506,0.164350756,0.26174679,0.070812725
HPS4,3.245070619,5.223695464,4.316580975,7.893525778,9.388204265,8.577365131
TTC28,1.697914174,0.74828601,1.457941648,1.899696417,1.400095637,2.6331569
TBC1D10A,1.421795309,3.196928309,0.66142961,3.501987157,4.495109724,2.199889408
CCDC157,1.388503303,2.839183974,1.859105533,3.105974167,2.495285782,3.548205645
EIF4ENIF1,22.83140836,14.69427075,17.397844,45.58713755,30.75721028,34.67954612
SFI1,2.351086808,1.628227935,1.845486977,5.282820954,3.416632915,2.402167113
SYN3,0.663634103,0.818423064,0.87430314,1.662950205,2.377445001,1.237177443
HMGXB4,14.4844763,5.176436936,15.00021702,21.38854256,40.81911991,26.70195436
TXN2,111.3265727,145.959017,124.2115268,225.60116,415.8167606,235.6750094
GCAT,13.1523789,17.56043547,13.75500324,26.51363025,41.09167241,25.9882101
APOBEC3H,0.572078996,0,0,0,1.650014312,0.305226177
TCF20,2.876083952,3.044426189,2.599143865,8.5965336,9.203390181,7.891722281
SERHL2,20.54921545,9.423583651,15.09250881,55.96481324,47.78661551,43.01598712
ARFGAP3,22.95919235,34.48489353,22.40307886,30.44679503,27.72502191,30.3090433
PACSIN2,21.19691999,33.56082454,17.96450454,32.79476529,31.52651219,34.64856845
PARVB,0.676711572,0.426046945,0.770582612,0.266179508,0.772140656,0.422946261
GTSE1,15.87286238,19.22585116,11.18036165,20.76087984,52.1745857,20.368404
MAPK12,0.495126234,0.145112746,0.492917433,0.815953166,0.673311303,1.615074087
RABL2B,2.628054892,0.537312697,1.007381397,4.691730702,4.963632688,4.423335676
KCNE1B,0.217919925,0,0.17158596,0.501445594,0.413381856,0.334853777
CCT8,178.340533,64.12704238,113.1504435,243.4054722,167.0040296,176.8500568
EVA1C,0.255746779,0.051754546,0.031963508,0.010778155,0.255335407,0.070174674
AP000295.1,8.626860217,6.214828633,4.539487859,21.47991298,13.51964696,14.2809418
IFNAR2,7.807130074,5.126829537,4.538392025,19.6658153,12.90492088,13.19136732
KCNE1,0.225266234,0,1.022342714,0.215979105,0.309242849,0.270423475
ERG,1.426349426,0.059426942,0.220211788,0.216579497,0.408368749,0.715127783
MX2,1.364686213,0.312080628,0.588928979,1.736741933,0.965352437,1.439899909
PKNOX1,8.441261674,6.326142648,9.922718808,7.079766839,13.41762267,5.18069069
TSPEAR,0.445534404,0.807844152,0.265052837,1.461565593,1.992783551,2.139387872
MCM3AP,8.865909319,2.966168211,7.582029548,17.69326657,19.56985807,19.60660055
AP000471.1,7.406179555,4.417402705,1.70511211,7.589564372,6.226750842,16.09708994
MT-ND1,18618.42104,7717.74777,13214.09947,15839.98956,18548.11319,14450.3296
MT-ND4,29694.39549,15178.46176,21405.91705,21948.48141,18852.84491,32142.99648
MT-ND5,5535.433843,3008.682743,6035.726488,6343.882759,5792.34992,6895.082986
MT-ND6,8032.174353,2875.527222,7837.661813,9004.458931,8509.966946,9160.037797
